,0,1,2,3,4,5,6,7,8,9,10,11
0,Food groups,Food name and description,Protein,Ile,Leu,Lys,SAA,,,AAA,,
1,,,,,,,Met,Cys,Total,Phe,Tyr,Total
2,Potatoes/starches,Potato,1.7,53,61,50,3,29,32,17,15,31
3,,Sweet potato,0.6,62,46,12,14,28,42,35,33,68
4,Pulses,Soybean curd (Tofu),7.3,315,560,298,63,103,166,351,94,609
5,,Soybean milk,3.0,118,195,134,351,35,585,125,94,220
6,,Soybean,32.7,1364,2285,1499,351,234,585,1464,375,1839
7,,Small red beans,20.1,1266,1835,907,435,70,505,984,426,1410
8,Nuts/seeds,Chestnuts,1.8,192,132,41,37,9,46,64,24,87
9,,Peanuts,20.2,756,1532,561,517,181,664,927,955,1672
10,,Sesame seeds,20.2,801,1451,561,517,148,664,927,745,1672
11,,Perilla seeds,22.6,900,1617,942,527,197,724,1233,1056,2289
12,Vegetables,Kimchi (Korean cabbage),1.6,85,112,56,13,19,32,75,45,120
13,,Radish,0.5,13,15,9,10,1,3,8,6,14
14,,Onion,0.6,125,23,29,10,2,11,15,12,27
15,,Soybean sprouts,3.7,25,210,146,49,19,68,131,81,212
16,,Welsh onion,0.6,25,41,17,3,1,5,22,18,40
17,,Zucchini,0.7,38,50,24,9,8,18,26,19,45
18,,Korean cabbage,0.9,24,35,37,17,1,18,18,16,33
19,,Korean cabbage,1.0,23,56,51,26,5,31,28,26,54
20,,Cucumber,1.2,30,131,24,25,0,26,28,21,49
21,,Spinach,1.3,57,126,88,2,9,11,79,51,123
22,,Kimchi (young turnip,1.6,57,126,82,3,1,5,77,46,123
23,,greens),,,,,,,,,,123
24,,Tomato,0.3,20,29,29,9,2,11,19,16,35
25,,Nabak-kimchi,0.0,1,2,2,1,0,1,1,1,2
26,,Garlic,6.9,177,293,69,125,54,179,216,131,347
27,,Carrot,0.1,6,6,3,1,0,1,3,2,5
28,,Green pepper,1.1,47,66,32,13,4,17,41,23,64
29,,Kimchi (small radish),1.2,32,48,4,21,5,26,31,26,57
30,,Lettuce,1.3,54,133,69,14,1,15,54,31,85
31,,Turnip greens (boiled),2.0,49,133,91,32,2,34,89,63,152
32,,Cabbage,1.0,33,53,59,21,1,21,27,27,53
33,,Kimchi (radish in,0.5,11,18,24,9,1,10,12,9,22
34,,salt water),,,,,,,64,,,
35,,Bracken,2.0,94,187,94,41,23,9,99,,106
36,,Tomato juice,0.4,5,8,12,8.,0,9,1,,6
37,,Perilla leaves,2.4,85,187,116,29,2,31,113,75,188
38,,Ginger,1.5,105,132,15,51,31,83,53,50,104
39,Mushrooms,Letinus edodes(dried),16.2,697,952,636,267,34,301,439,262,701
40,Fruits,Mandarin orange,0.3,9,12,9,14,1,15,9,12,20
41,,Persimmon,0.3,13,13,9,12,0,13,7,16,23
42,,Watermelon,0.6,12,10,7,8,2,10,10,3,14
43,,Apple,0.0,1,1,1,1,0,1,1,1,2
44,,Pear,0.1,3,4,3,2,0,2,2,2,4
45,,Grape,0.4,8,12,7,6,1,6,6,4,10
46,, Chinese melon,0.9,12,23,16,18,1,19,20,10,29
47,,Orange juice,0.6,8,15,15,5,0,5,10,6,16
48,,Strawberry,0.8,16,30,24,15,2,16,14,11,25
49,,Orange,0.9,14,34,44,9,1,10,23,17,39
50,,Peach,0.1,3,3,2,1,0,1,2,1,4
51,,Banana,1.1,33,104,49,24,3,27,29,21,49
52,Meats/poultry,Beef loin (imported,16.7,784,1399,1374,348,9,357,877,543,1241
53,,Beef rib (imported),24.5,822,1754,2012,609,72,681,877,803,1680
54,,Beef shank (imported),19.9,624,868,883,556,275,369,428,738,767
55,,Pork loin,22.8,1085,1893,1055,556,275,485,920,738,1658
56,,Pork rib,14.8,926,1080,1055,345,140,485,574,424,998
57,,Chicken (lean meat),17.4,926,1440,1384,539,143,682,763,627,1390
58,,Pork belly,13.9,424,783,883,156,58,214,412,328,739
59,,Beef broth,2.6,35,91,96,13,1,436,57,21,78
60,,Ham,11.5,743,1022,745,396,58,436,530,522,1204
61,,Beef loin (domestic,17.7,743,1360,1420,396,30,426,682,522,1204
62,,Beef brisket (domestic),19.5,783,1425,1461,464,129,594,735,504,1239
63,,Beef small intestine,4.3,150,326,274,63,22,84,188,127,315
64,,Beef stomach,10.6,417,794,683,278,74,352,381,366,747
65,,Duck meat,12.6,703,808,882,237,170,407,354,283,637
66,,Sausage,13.5,652,1130,1031,335,12,347,573,487,1060
67,,Pork liver,16.7,975,1802,1286,471,216,687,1037,565,1308
68,,Dog meat,16.2,668,1270,1296,398,111,509,624,565,1190
69,,Luncheon meat,12.8,565,1034,966,350,66,416,510,475,985
