,0,1,2,3,4
0,Mean metabolite,Treatment group,Treatment group,,
1,fresh meat),Ageing 1 week,,Ageing 8 weeks,Ageing 8 weeks
2,,Colour,Colour,Colour,Colour
3,,stable,labile,stable,labile
4,Acetate,1.06,1.24,2.45,1.41
5,, 0.36a, 0.92ab,1.18b, 0.62ab
6,Alanine,4.44,5.69,8.11,6.63
7,, 1.56a,1.83ab,2.75b, 3.35ab
8,Anserine,7.79,8.65,8.84,6.99
9,, 2.32a, 3.22a, 3.07a, 3.48a
10,Arginine,0.09,ND*a,1.05,0.63
11,, 0.35a,, 1.94a, 1.71a
12,Asparagine,0.18,0.16,1.37,0.95
13,, 0.27a,0.28ab, 0.60b,0.81ab
14,Aspartate,0.58,0.50,1.85,1.30
15,, 0.40a, 0.52ab, 0.86b,1.08ab
16,Betaine,1.53,1.65,1.89,1.17
17,, 0.64a, 0.75a, 0.71a, 0.66a
18,Carnitine,5.71,6.37,5.75,4.33
19,,1.77ab, 1.82a,1.95ab,2.46b
20,Carnosine,8.89,11.98,10.80,9.14
21,, 2.40a, 4.82a, 3.93a, 4.89a
22,Citrate,0.92,0.89,0.83,0.49
23,, 0.73a, 0.88a, 0.88a, 0.64a
24,Creatine,41.3,44.3,44.3,31.5
25,, 13.9a, 15.5a, 14.7a,16.3a
26,Creatinine,1.23,2.16,2.12,3.03
27,, 0.76a,1.01ab,0.47b, 0.90c
28,Formate,0.22,0.23,0.81,0.23
29,, 0.14a,0.10ab,0.91b,0.08ab
30,Fumarate,0.18,0.40,0.65,1.08
31,, 0.14a,0.23ab, 0.49b, 0.68b
32,Glucose,2.51,5.14,2.25,3.92
33,, 1.97a, 2.28a, 1.76a, 2.65a
34,Glucose-1-phosphate,0.03,0.17,0.13,0.03
35,, 0.05a, 0.08a, 0.32a, 0.04a
36,Glutamate,0.24,0.55,2.97,1.64
37,, 0.52a, 0.56a, 1.88b,1.15b
38,Glutamine,0.66,NDa,2.25,NDa
39,, 1.20a,, 2.54a,
40,Glycerol,4.09,5.28,5.08,4.56
41,, 1.33a, 1.61a, 1.72a, 2.05a
42,Glycine,3.45,3.68,6.21,4.60
43,, 1.07a,1.49ab, 2.07b, 2.21ab
44,Guanidoacetate,0.65,0.56,1.46,0.91
45,, 0.37a,0.61ab,1.16b,0.76ab
46,Inosine,5.10,5.34,7.96,5.92
47,, 1.95a,1.99ab, 2.65b, 2.97ab
48,Inosine monophosphate,2.22,2.75,0.12,0.19
49,, 1.32a, 1.20a, 0.14b, 0.24b
50,Isoleucine,0.47,0.58,1.87,1.52
51,, 0.20a, 0.26a, 0.70b, 0.77b
52,Lactate,81.3,104.2,88.7,75.8
53,, 28.4a, 36.3a, 28.9a, 37.4a
54,Leucine,1.14,1.45,3.86,3.14
55,, 0.48a, 0.66a,1.34b,1.89b
56,Lysine,0.24,NDa,0.52,0.24
57,, 0.50a,, 1.52a, 0.65a
58,Mannose,1.84,2.48,3.36,2.39
59,, 1.35a, 2.54a, 2.47a, 1.23a
60,Methionine,0.96,1.01,2.16,1.74
61,, 0.28a, 0.42a, 0.79b,0.87b
62,Niacinamide,0.53,0.66,0.54,0.50
63,, 0.22a, 0.19a, 0.17a, 0.25a
64,O-Acetylcarnitine,0.76,1.07,1.42,0.88
65,, 0.40a, 0.56ab,0.75b, 0.67ab
66,Phenylalanine,0.33,0.43,1.28,1.11
67,, 0.16a, 0.21a,0.45b,0.58b
68,Succinate,0.76,1.56,0.92,1.06
69,,0.74a, 0.97a, 0.88a, 0.49a
