,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,,No.,roi,RI,Loureiro,,,,,,Alvarinho,,,,,
1,,,,,W1,,W2,,W3,,W1,,W2,,W3,
2,,,,,C/(gL-1),+,C/(gL-1),,C/gL-1,+,C/(gL-1),,C/gL-1),,C/(gL-1,+
3,Fatty acid ethyl esters-lipid metabolism (6),,,,,,,,,,,,,,,
4,Ethyl butyrate,29,a,1032,167.7,15.9,141.7,4.7,146.3,55.3,221.4,19.4,211.2,28.6,196.2,14.9
5,Ethyl hexanoate,30,a,1434,465.1,30.3,422.8,48.3,336.7,44.1,513.6,91.0,488.5,170.3,462.5,49.1
6,Ethyl decanoate,32,a,1636,482.1,30.3,107.1,16.8,437.1,38.1,577.8,91.0,240.1,170.3,171.2,10.4
7,Ethyl decanoate,32,a,1636,151.0,25.3,107.1,16.8,76.4,38.1,169.9,17.9,240.1,28.2,171.2,10.4
8,Ethyl 9-decenoate,33,"b,c",1688,55.6,11.4,52.7,8.5,36.1,18.2,9.7,6.0,6.3,28.2,48.5,5.7
9,Ethyl dodecanoate,34,a,1855,7.1,3.3,3.8,1.8,?,,9.7,1.0,6.3,4.6,5.7,1.6
10,Total,,,,1328.6,,1273.6,,1032.6,,1535.3,,1686.3,,1548.3,
11,Fatty acid ethyl esters-nitrogen metabolism (3),,,,,,,,,,,,,,,
12,Ethyl 2-methylbutyrate,35,a,1049,-,,8.5,1.4,8.8,1.4,tr,,11.3,2.5,12.9,0.9
13,Ethyl 3-methylbutyrate,36,,1782,2.4,0.3,8.5,2.2,22.2,1.1,1.8,0.5,11.3,0.8,28.2,1.5
14,Ethyl benzeneacetate,37,a,1782,1.3,0.4,2.0,0.6,4.0,1.3,0.5,0.4,2.8,0.8,5.9,0.1
15,Total,,,,3.7,,13.7,,35.0,,2.3,,19.2,,47.0,
16,Esters of organic acids (10),,,,,,,,37.9,,,,,,,
17,Ethyl pyruvate,38,a,1267,,,7.1,1.6,37.9,30.1,-,33.8,9.6,0.0,478.6,4.9
18,Ethyl lactate,39,a,1338,40.3,145.9,36.2,103.5,463.8,28.7,188.4,14.7,437.7,72.9,478.6,73.0
19,Ethyl 3-hydroxybutyrate,41,a,1512,40.3,22.7,36.2,4.2,5.3,28.7,77.1,14.7,58.4,7.9,59.3,5.7
20,Diethyl malonate,41,a,1618,0.4,0.3,1.7,0.2,5.3,1.9,tr,,3.1,0.2,11.6,0.8
21,Ethyl 2-furoate,43,a,1618,0.4,5.6,896.4,0.5,3760.0,1227.6,1.6,1.3,4.4,1.3,4569.4,0.4
22,Diethyl succinate,43,a,1672,41.0,5.6,896.4,7.1,3760.0,1227.6,27.5,9.1,966.3,101.5,4569.4,426.1
23,Diethyl glutarate,44,,1774,0.5,0.2,6.2,0.2,13.1,1.4,tr,,8.2,1.1,24.5,0.6
24,Diethyl malate,46,a,2037,164.7,52.6,2477.7,10.4,11363.6,1537.0,39.1,13.0,10.6,108.7,6162.3,16.3
25,Diethyl tartrate,46,a,2351,,,43.2,10.4,590.3,1537.0,,,10.6,5.2,186.8,16.3
26,Monoethyl succinate,47,a,2377,452.8,131.7,3473.8,525.2,8905.7,7612.2,105.8,81.4,3305.1,604.4,8940.2,1321.3
27,Total,,,,966.0,,7416.8,,25189.5,,439.5,,6052.2,,20 484.2,
28,2-Methylpropyl acetate,48,a,1071,32.0,17.5,11.3,6.6,2.6,1.8,40.8,13.3,16.9,12.0,4.2,3.1
29,Butyl acetate,49,a,1125,2.3,0.5,tr,,,,3.0,150.2,1.5,1.0,168.4,
30,3-Methylbutyl acetate,50,a,1272,1041.4,89.3,331.3,16.4,63.5,4.6,1567.5,150.2,823.5,36.8,168.4,4.1
31,Hexyl acetate,52,a,1272,181.4,7.3,47.1,1.4,2.4,1.9,151.5,13.9,64.5,8.8,8.6,1.3
32,(Z)-3-hexenyl acetate,52,a,1307,8.9,0.8,2.7,0.7,-,,3.0,0.5,1.3,0.2,tr,
33,2-Phenylethyl acetate,53,a,1810,249.9,7.8,93.2,8.5,16.1,0.3,325.1,7.7,189.4,10.1,41.8,2.6
34,Tryptophyl acetate,54,"b,c",3369,75.1,8.0,6.1,1.4,16.1,0.3,20.5,2.0,3.9,1.7,0.3,0.1
35,Total,,,,1591.0,,491.7,,84.6,,2111.4,,1101.0,,223.3,
36,Monoterpenic alcohols (8),55,,,,2.1,8.0,,,,,,,,,
37,Myrcenol,55,a,1533,3.9,2.1,8.0,5.6,17.9,1.9,-,,78.4,,,
38,Linalool,56,a,1597,143.2,11.6,68.6,5.3,2.0,0.8,39.9,3.7,78.4,5.5,12.0,1.5
39,4-Terpineol,57,,1597,1.0,0.4,1.0,0.1,1.4,0.5,0.9,0.2,0.8,0.4,0.9,0.6
40,Ho-trienol,59,a,1691,21.2,3.7,111.6,24.7,80.2,43.7,11.8,2.3,67.8,8.3,72.7,8.9
41,-Terpineol,59,a,1760,21.2,1.7,111.6,11.5,66.0,18.3,11.8,2.1,4.0,8.3,72.7,8.9
42,Citronellol,60,,1760,7.2,1.7,2.6,0.4,tr,18.3,7.3,1.4,4.0,0.8,0.7,0.2
43,Nerol,61,a,1793,2.6,1.4,3.1,1.3,,,1.2,0.4,5.7,2.1,?,
44,Geraniol,62,a,1847,3.2,1.8,?,,?,,8.3,1.8,?,,3.3,0.5
45,Total,,,,213.3,,269.9,,167.5,,94.9,,217.5,,143.6,
