,0,1,2,3
0,,Number of,Total CLAb,"c-9,t-11"
1,Foodstuffa,samples,(mg/g fat),(%)
2,Natural cheese:,,,
3,Romano,2,2.9  0.22,92
4,Parmesan,4,3.0  0.21,90
5,Sharp cheddar,3,3.6 0.18,93
6,Cream,3,3.8  0.08,88
7,Medium cheddar,4,4.10.14,80
8,Colby,3,6.10.14,92
9,Mozzarella,4,4.9  0.20,95
10,Cottage,3,4.5 0.13,83
11,Ricota,3,5.6  0.44,84
12,Brick,2,7.1  0.08,91
13,Natural Muenstre,2,6.6  0.02,93
14,Reduced fat Swiss,2,6.70.56,90
15,Blue,2,5.70.18,90
16,Processed cheese:,,,
17,American processed,3,5.0  0.13,93
18,Cheez whizTM,4,5.0  0.07,92
19,VelveetaTM,2,5.2  0.03,86
20,Old English spreadTM,2,4.5  0.21,88
