,0,1,2,3,4,5,6,7,8,9
0,Vegetable,Tocopherols (mg/100 g),Tocopherols (mg/100 g),,Carotenoids (ug/100g,Carotenoids (ug/100g,,,,
1,,Alpha,Gamma,Delta,a-carotene,-carotene,-cryptoxanthin,Lutein,Zeaxanthin,Lycopene
2,Cubed radish,,,,,,,,,
3,This studya,0.19,ndb,nd,11.2,47.4,11.2,7.1,nd,nd
4,,0.12-0.24,,,5.8-16.1,29.658.2,5.322.2,3.7-9.0,,
5,Koreanc,0.50,d,,,226,,,,
6,Chinese cabbage,,,,,,,,,
7,This study,0.28,0.17,0.1,33.0,155.4,nd,216.1,nd,nd
8,,0.23-0.33,0.07-0.27,0.08-0.11,13.1-50.8,53.5-260.1,,36.0-450.9,,
9,Korean,0.12,,,,290.0,,,,
10,Radish leaf,,,,,,,,,
11,This study,0.51,0.19,0.23,nd,530.4,nd,984.4,nd,nd
12,,0.37-0.59,0-0.44,0.04-0.37,,489.3572.4,,908.8-1132.4,,
13,Korean,0.50,,,,2250,,,,
14,Cucumber,,,,,,,,,
15,This study,0.27,0.38,0.18,nd,883.2,nd,1408.2,nd,nd
16,,0.12-0.38,0.29-0.45,0.11-0.26,,167.2-1164.7,,221.3-1950.0,,
17,Korean,0.50,,,,635.0,,,,
