,0,1,2,3,4,5,6,7,8
0,Sample,Products,Packing,Product composition,Code,,weight,,
1,Code,,weight,,,,,,"sodium stearol-2-lactylate,"
2,Sample 1, 2 Fibrous pan bread,520g,"Wheat flour, water, bran flour,",,,,,mono and diacetyl tartaric acic
3,,(without added sugar),,"yeast, dietary fiber (1.1 %),",,,,,"of fatty acids, guar gum, alpha"
4,,Brand 1,,"salt, B1, B2, B3, B6, Folic acid,",,,,,"of fatty acids, guar gum, alpha"
5,,,,"B12, calcium, zinc, iron,",,,,,"amylase, lipase, xylanase,"
6,,,,"calcium propionate,sorbic",,,,,"ascorbic acid, vegetable oil"
7,,,,acid.,,,,,"(sunflower, palm oil), rye"
8,Sample 2,Whole wheat bread,450g,"Whole wheat flour (100 %),",,,,,"sourdough powder, fermented"
9,,(without added sugar),,"water, wheat flour, yeast,",,,,,"rye malt flour, wheat malt"
10,,(Brand 1),,"wheat germ, salt, calcium",,,,,"extract, calcium propionate,"
11,,,,"propionate,sorbic acid,",,,,,"sorbic acid, cumin."
12,,,,ascorbic acid.,Sample,Whole wheat bread,350g,,"Wheat flour, water, whole"
13,Sample 3, Whole wheat flour pan,520g,"Whole wheat flour (60.0 %),",12,(Brand 2),,,"wheat flour (23.0 %), yeast,"
14,,bread (Brand 1),,"wheat flour, water, yeast, bran",,,,,"wheat germ,salt,sodium"
15,,,,"flour, salt, calcium propionate,",,,,,"stearol-2-lactylate, mono and"
16,,,,sorbic acid.,,,,,diacetyl tartaric acid esters of
17,Sample 4,Premium multigrain,350g,"Whole wheat flour (60.0%,",,,,,mono and diglycerides of fatty
18,,and einkorn wheat,,"wheat flour, water, germ,",,,,,"acids, guar gum, alpha"
19,,bread(Brand 1,,"sunflower kernels, yeast,",,,,,"amylase, lipase,xylanase,"
20,,,,"einkorn wheat flour (7.0 %),",,,,,"ascorbic acid, rye malt flour,"
21,,,,"oatmeal (5.0 %), flaxseed,",,,,,"calcium propionate, sorbic"
22,,,,"sesame, corn semolina (5.0 %),",,,,,acid.
