,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,Compounds (g/mL),T(E),,M(E),,,TC(E),,,,Az(E),,C(E),
1,,1997,1998,1997,1998,,1997,,1998,1997,1997,1998,1997,1998
2,(A) Red wines from the five varieties in the same sub-region,(A) Red wines from the five varieties in the same sub-region,,,,,,,,,,,,
3,C6 compounds,,,,,,,,,,,,,
4,Hexanol,148.2,238.5,236.4,165.2,165.2,379.6,,124.6,,304.9,120.3,218.2,106.8
5,trans-3-Hexenol,5.8,10.9,5.6,3.2,,nd,1.9,1.9,nd,nd,3.6,4.82,3.8
6,cis-3-Hexenol,14.7,30.1,25.9,37.2,,50.9,,29.1,49.3,49.3,30.5,22.2,16.4
7,trans-2-Hexenol,44.5,64.1,47.6,47.7,,114.2,,31.6,51.8,51.8,44.8,44.4,20.8
8,Total,213.2,343.6,315.5,253.3,253.3,544.7,,187.2,,406.0,199.2,289.6,147.8
9,Terpenes,,,,,,,,,,,,,
10,trans-Furan linalool oxide,20.4,18.0,10.5,6.0,,15.2,,17.6,3.4,3.4,5.4,62.7,32.8
11,cis-Furan linalool oxide,16.2,16.7,17.2,9.5,,11.2,,14.9,5.2,5.2,9.6,75.2,23.3
12,trans-Pyran linalool oxide,18.3,13.5,12.6,3.8,,nd,,22.9,4.2,4.2,6.0,45.3,23.3
13,cis-Pyran linalool oxide,18.3,10.3,17.5,4.1,,nd,,19.8,6.2,6.2,8.4,51.1,19.5
14,Nerol,4.5,3.2,11.2,15.9,,9.1,,17.3,9.0,9.0,9.6,nd,15.7
15,Geraniol,10.5,17.3,7.2,32.4,,nd,,30.9,nd,nd,29.9,45.3,44.7
16,"trans-2,6-Dimethyl-2,7-octadiene-1,6 diol",8.2,16.6,35.2,7.8,,39.5,,57.6,34.2,34.2,16.9,75.0,31.4
17,"cis-2,6-Dimethyl-2,7-octadiene-1,6 diol",8.7,29.0,104.6,13.5,,43.2,,29.3,,28.8,24.6,48.6,27.6
18,"trans-3,7-Dimethyl-2-en-1,7-octadiol",7.4,16.6,41.0,13.5,,30.2,,29.3,28.8,28.8,32.0,24.8,59.6
19,Geranic acid,1.9,11.8,nd,13.5,,nd,,21.4,,15.4,32.0,24.8,34.5
20,"p-Menthene-7,8diol",nd,17.2,nd,101.7,101.7,nd,,35.6,nd,202.5,199.5,nd,12.5
21,Total,114.4,170.2,257.0,230.4,230.4,148.4,,331.8,,202.5,199.5,568.4,331.7
22,Benzenoids,,,,,,,,,,,,,
23,Benzaldehyde,10.2,8.3,16.1,29.2,,45.9,,5.3,6.2,6.2,6.0,23.1,6.9
24,Methyl salicylate,132.8,160.2,2.8,39.4,,69.8,,26.6,10.4,10.4,17.9,181.8,100.8
25,-Methyl-benzenemethanol,4.5,2.6,7.7,3.2,,9.4,,3.7,8.5,8.5,2.4,nd,2.5
26,Eugenol,4.9,10.7,9.3,4.8,,nd,9.4,9.4,nd,nd,14.8,8.3,6.6
27,Benzyl alcohol,101.9,167.3,596.2,266.9,266.9,616.8,,284.7,40.4,40.4,188.5,923.9,369.2
28,2-Phenylethanol,216.7,455.6,318.7,305.1,305.1,427.0,,244.7,,634.4,256.6,530.9,344.0
29,Omovanillic alcohol,21.2,8.1,71.2,32.4,,246.7,,13.0,,17.1,25.9,46.9,20.7
30,Dihydroconiferyl alcohol,189.0,15.6,27.9,24.0,,56.94,,13.0,,317.2,76.2,41.4,15.7
31,Total,681.2,828.4,1049.9,705.0,705.0,1472.5,,601.5,,1034.2,588.3,1756.3,866.4
32,Phenols,,,,,,,,,,,,,
33,4-Vinylphenol,4.6,5.9,70.1,43.2,,14.3,,18.3,17.1,17.1,28.3,110.4,27.0
34,4-Vinylguaicol,nd,3.5,12.4,17.4,,94.9,6.3,24.6,nd,nd,2.5,44.2,18.2
35,Total,4.6,9.4,82.5,60.6,,109.2,,24.6,,17.1,30.8,154.6,45.2
36,Norisoprenoids,,,,,,,,,,,,,
37,3-Hydroxy--damasconea,25.7,40.3,77.4,68.6,,nd,,57.8,,147.2,50.1,110.4,48.3
38,3 Oxo  ionolb,42.4,71.2,77.4,89.0,,237.2,,53.4,,176.2,70.2,220.7,51.4
39,"3,9-Dihydroxy-mega-5ene",47.7,67.6,89.8,21.0,,85.4,,39.8,,145.4,100.3,110.0,40.1
40,Vomifoliol,94.5,227.8,483.2,305.1,305.1,616.8,,224.7,,352.5,142.4,581.8,237.3
41,Total,210.3,406.9,650.4,483.7,483.7,939.4,,375.7,,821.3,363.0,1022.9,377.1
42,Total,1223.7,1758.5,2355.3,1733,,3214.2,,1520.8,,2481.1,1380.8,3791.8,1768.2
43,Compounds (g/mL),T(P),,T(B),,,,T(Rd),T(Rd),,,T(Rg),,T(V)
44,,1997,1998,1997,,1998,,1997,1997,1998,1998,1997,1998,1997
45,(B) Red wine Trincadeira in the eight sub-regions of Alentejo region,,,,,,,,,,,,,
46,C6 compounds,,,,,,,,,,,,,
47,Hexanol,177.1,251.7,246.7,,118.1,,431.8,431.8,217.1,217.1,138.2,210.0,335.1
48,trans-3-Hexenol,9.9,11.5,9.4,3.8,3.8,,13.6,,10.1,10.1,8.7,9.5,10.4
49,cis-3-Hexenol,41.9,49.6,64.6,20.0,31.1,,89.4,,25.1,25.1,27.6,25.1,40.2
50,trans-2-Hexenol,70.9,79.8,76.9,31.1,31.1,,125.6,125.6,64.2,64.2,49.8,46.8,74.9
51,Total,299.8,392.6,397.6,,173.0,,660.4,660.4,316.5,316.5,224.3,291.4,460.6
52,Terpenes,,,,,,,,,,,,,
53,trans-Furan linalool oxide,21.6,44.6,18.1,19.1,19.1,,41.3,,19.5,19.5,25.4,20.3,8.3
54,cis-Furan linalool oxide,20.8,30.9,17.4,12.1,12.1,,39.1,,14.0,14.0,32.5,16.3,7.9
55,trans-Pyran linalool oxide,18.5,25.9,24.7,10.2,10.2,,39.1,,11.2,11.2,22.5,11.5,6.2
56,cis-Pyran linalool oxide,14.2,16.5,22.5,9.5,9.5,,45.3,,8.4,,18.9,10.2,2.8
