,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,Element,Relative expanded uncertainty (%),,,"""Starting"" infant formu-","""Starting"" infant formu-","""Follow-on""","""Follow-on""",,SFB5,SFB6,SFB7,SFB8,SFB9
1,,,,lae,,,,,,,,,,
2,,,,Mf,Sf,HAf,Infant formulae,Infant formulae,,,,,,
3,,,,,,,fMf,fSf,"fHAf""",,,,,
4,EU basket,,,,,,,,,,,,,
5,Ca (g/kg fw),<3,<3,3.4,4.8,3.1,5.5,4.8,4.2,0.2,1.1,1.4,1.4,1.4
6,Cdg/kg fw,<3,<3,3.3,15.8,4.2,4.5,18.3,3.9,2.8,8.3,9.6,9.5,9.1
7,Cu(mg/kg fw),<5,<5,2.6,3.3,2.5,3.9,3.2,3.4,0.4,0.6,0.8,0.7,0.7
8,Fe (mg/kg fw),<3,<3,47.7,70.4,46.5,69.1,67.3,59.1,27,23.6,20.8,22.6,20.6
9,Hg(g/kg fw),<10,<10,<0.5,<0.5,<0.5,113,29.3,14.4,2.7,3,4.5,29.9,5.9
10,Mn mg/kg fw),<2,<2,0.5,3.3,0.8,0.6,3.3,0.9,1.5,3,3.3,3.2,3.1
11,Ni (mg/kg fw),<7,<7,<0.5,<0.5,<0.5,0.1,1.3,0.1,<0.2,0.1,0.2,0.1,0.1
12,Pb(g/kg fw),,<2,8.2,30.5,13.2,43.9,20.1,9.3,7.9,8.7,8.3,17.2,11
13,Se(g/kg fw),<12,<12,84.7,120,73.8,510,222,410,81.7,198.4,165.8,161.5,169.6
14,Zn (mg/kg fw),,<2,32.9,41.6,36,46.5,47.7,41,2.9,4.7,6,5.7,5.4
15,National basket from Italy,National basket from Italy,National basket from Italy,,,,,,,,,,,
16,Cd (g/kg fw),<3,<3,5.8,18.2,3.7,5.2,17.2,7.1,10.3,,,,
17,Zn (mg/kg fw),,<2,31.7,45.1,37.7,37.6,47.8,36.1,6.6,,,,
18,National basket from Slovakia,National basket from Slovakia,National basket from Slovakia,,,,,,,,,,,
19,Cd (g/kg fw),,<3,5,3.7,14.6,1.9,3.7,2.6,7.2,,,,
20,Zn (mg/kg fw),<2,<2,37.9,38.6,55.2,55.2,38.6,51.3,7.1,,,,
21,National basket from Spain,National basket from Spain,National basket from Spain,,,,,,,,,,,
22,Cdg/kg fw,,<3,5.6,10.6,2.2,5.7,10.6,7.5,10.1,,,,
23,Zn (mg/kg fw),<2,<2,37.7,49.9,39.8,49.6,49.9,55.8,6.2,,,,
24,National basket from Sweden,National basket from Sweden,National basket from Sweden,,,,,,,,,,,
25,Cd(g/kg fw),<3,<3,3.9,12.8,,3,12.8,9,21.8,,,,
26,Zn(mg/kg fw),<2,<2,52.3,52,41.5,36.2,52,41.5,16.5,,,,
