,0,1,2,3,4,5
0,,"Niacin (mg/100 g)(VMA 195;certified mean 18.0,range 13.9-20.1,n=13)",,,,
1,Participanta,Participanta,VMA 195,VMA 195,% Recovery,% Blank
2,,(duplicate),,(duplicate),,recovery
3,1b,,14.8,,112,
4,2b,,12.3,11.0,87,81
5,4b,,10.6,11.0,86,
6,6b,,1.4,1.0,,
7,8b,,13.8,13.8,106,
8,9b,,12.4,13.7,107,
9,11,,14.8,14.9,100,
10,12b,"16.6, 17.6c",16.6,"16.6, 17.6c",105,98
11,16,,14.8,14.6,87,92
12,17d,,17.7,16.8,,
13,18,,21.7,21.5,79,112
14,19,,18.3,18.5,96,92
15,20,,16.7,17.2,103,
16,AGAL(pressure),14.8(n=7,14.8(n=7,,71,
17,AGAL (vacuum),14.3(n=7,14.3(n=7,,100,
