,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Analyte,Type of,(mgkg~1),Molecular,Molecular,tR,Quantifier,Quantifier,CEb,Qualifier,CE,Fragmentor,ratio
1,,pesticidea,(mgkg~1),formula,weight (g,(min),transition (m/,transition (m/,(V),transition (m/,(V,(V),ratio
2,,,,,mol-1,,2),,,z),,,(%)
3,Ethephon,PG,3.0,C2HgClOP,144.5,7.87,143,-107,10,143-79,10,72,116.8
4,Fosetyl-Al,FU,2.0,C?H18AlOgP3,351.1,3.24,109-81,109-81,12,109-63,34,90,99.1
5,Phosphonic acid,FU,Part of,HaPO3,81.0,7.68,81-79,81-79,15,81-63,35,54,100.1
6,,,fosetyl-Alc,,,,,,,,,,
7,Ethephon D4,,,C2H2ClO?PD4,148.5,7.87,147-111,147-111,4,,,60,
8,(ILIS),,,,,,,,,,,,
9,Fosetly-Al D15,,,3C?DsHO?P.Al,369.2,3.20,114-82,114-82,14,,,66,
10,(ILIS),,,Hgp18O3,,7.88,,,19,,,,
11,1803-,,,Hgp18O3,88.0,7.88,8785,8785,19,,,60,
12,acid (ILIS),,,Hgp18O3,88.0,7.88,,,19,,,,
