,0,1,2,3,4
0,,Mean,CV (%)b,Min,Max
1,,recoverya (%),,recovery(%),recovery(%)
2,"Temp.20C,time 60 min","Temp.20C,time 60 min",,,
3,0.05M,92,2.35,87,96
4,0.1M,98,2.89,94,99
5,0.5M,99,3.01,93,109
6,1.0M,110,2.79,95,125
7,"0.1 M HCI, time 60 min","0.1 M HCI, time 60 min",,,
8,20,93,3.04,89,94
9,30,94,2.96,91,97
10,40,95,3.24,93,99
11,50,99,3.19,93,99
12,60,99,5.75,94,105
13,70,120,8.24,98,135
14,"0.1 M HCl,temp.50C","0.1 M HCl,temp.50C",,,
15,20min,93,4.15,87,96
16,30 min,99,2.86,94,102
17,40min,99,3.14,94,102
18,50min,99,2.90,95,103
19,60min,99,4.01,94,103
20,90min,105,5.17,95,115
