,0,1,2,3,4,5,6,7,8,9,10,11
0,Compositiona,Diet (% of the Salvia hispanica seed,Diet (% of the Salvia hispanica seed,Diet (% of the Salvia hispanica seed,,,,,,,,
1,,Broiler finisher,,,,Quail finisher,,,Insect feed,Insect feed,,
2,,0,3,6,9,0,5,7.5,0,,50,100
3,Constituents (g kg-1),,,,,,,,,,,
4,Wheat,285,285,285,285,252,252,252,,,,-
5,WBb,-,-,-,-,-,-,-,1000,1000,500,0
6,Maize,300,300,300,300,265,265,265,,-,-,-
7,SBMc,285,285,285,285,252,252,252,,-,,-
8,SHSd,0,30,60,60,0,50,75,,0,500,1000
9,Starch,90,60,30,0,151,101,76,,,-,-
10,Premixe,40,40,40,40,80,80,80,,,-,-
11,Nutrients (gkg-1),,,,,,,,,,,
12,DMf,880,881,881,882,886,887,887,878,878,899,920
13,CP8,209,215,222,228,192,202,207,169,169,190,210
14,Fat,15,28,38,52,36,42,47,,23,136,310
15,CFh,32,40,48,56,29,42,49,102,102,186,270
16,NFEi,536,11.3,482,455,561,517,494,641,641,340,37
17,MEi (MJ kg1),11.3,11.3,11.3,11.3,11.5,11.5,11.5,,-,,
18,Fatty acidsk (%),,,,,,,,,,,
19,C16:0,12.4,11.0,11.6,9.5,17.1,15.0,13.8,,16.1,13.6,6.8
20,C18:0,1.8,2.5,2.8,2.9,6.1,5.7,5.2,,1.0,21.0,3.5
21,C18:1,24.4,20.2,17.8,16.3,30.9,26.2,23.4,,17.3,21.0,5.6
22,C18:2n-6,51.8,44.1,43.6,40.8,39.5,33.5,32.8,,52.9,17.5,19.8
23,C18:3n-3,4.1,18.0,24.3,29.5,1.9,15.0,20.8,,4.4,38.6,62.0
