,0,1
0,Components,g/100 g)
1,Corn starch,80
2,Corn oil,10
3,Non-nutritive cellulose,5
4,Salt mixturea,4
5,Vitamin mixtureb,1
6,"Saltmixture:CaCO78.6gCaCHO44HO,308.3gCaH",
7,"PO42HO,112.8gKHPO4,218.8gKCl,124.7gNaCl,77.1g",
8,"MgSO438.3g;MgCO335.2g;Fe(CgHNO),15.3 g;MnSO4HO",
9,"0.201gCuSO45HO,0.078gKI,0.041gAINH4SO42x12HO",
10,0.507 g.,
11,"bVitamin mixture:Vitamin A,1000 IU;Vitamin D,100 IU;Vitamin E",
12,"10IU;Vitamin K,0.5mgThiamine,0.5mg;Riboflavin,1 mg;Pyrodox",
13,"ine, 0.4mg; Pantothenic acid,4mg; Niacin, 4mg; Choline, 200mg",
14,"Inositol,25mg; Para-aminobenzoinc acid,10mg; Vitamin B2,2g",
15,"Biotin,0.02 mg;Folic acid,0.2mg;added cellulose to make up to 1 g",
