,0,1,2,3,4,5,6,7
0,Age groups (months),Age groups (months),Infant formula,,Baby biscuit,,Hazard index,
1,,,Mean,p95,Mean,p9s,Mean,p95
2,,,SD,,SD,,SD,
3,0-6,Only,0.62,2.32,a,a,0.62,2.32
4,,consuming,0.34,,,,0.34,
5,,General,0.20,1.41,a,a,0.20,1.41
6,,,0.18,,,,0.18,
7,7-12,Only,0.21,1.72,0.59,1.04,0.48,1.70
8,,consuming,0.11,,0.27,,0.39,
9,,General,0.06,0.78,0.19,0.46,0.25,1.45
10,,,0.13,,0.21,,0.48,
11,13-24,Only,0.12,1.34,0.94,2.50,0.56,1.79
12,,consuming,0.38,, 3.32,,1.86,
13,,General,0.03,0.91,0.31,0.50,0.34,0.93
14,,,0.15,, 1.92,, 1.93,
15,25-36,Only,a,a,0.33,0.81,0.33,0.81
16,,consuming,,,0.18,,0.18,
17,,General,a,a,0.17,0.55,0.17,0.55
18,,,,,0.16,,0.16,
19,0-36,Only,0.33,1.89,0.57,1.14,0.52,2.15
20,,consuming,0.29,,1.62,,1.44,
21,,General,0.07,0.80,0.17,0.54,0.24,1.76
22,,,0.13,,0.89,,1.04,
