,0,1,2,3,4
0,,Con,250 ppm,500 ppm,1000ppm
1,Time 0(milk pH at 31C,6.63  0.01a,6.62  0.02a,6.63  0.01a,6.62  0.02a
2,Immediately after addition of buffer containing free GTE,6.56  0.02a,6.55  0.02a,6.55  0.02a,6.56  0.01a
3,10 min after adding culture,6.52  0.03a,6.52  0.02a,6.52  0.02a,6.51  0.01a
4,20 min after adding culture,6.46  0.01a,6.44  0.03a,6.46  0.02a,6.46  0.01a
5,30 min after adding culture,6.38  0.03a,6.38  0.02a,6.40  0.03a,6.39  0.02a
6,Immediately after cutting curd,6.08  0.04a,5.99  0.05b,5.98  0.03b,5.98  0.03b
7,10 min after cutting curd,5.93  0.04a,5.91  0.04a,5.88  0.04b,5.86  0.04b
8,20 min after cutting curd,5.82  0.05a,5.81  0.05a,5.77  0.04b,5.76  0.05b
9,30 min after cutting curd,5.74  0.05a,5.71  0.03a,5.67  0.03b,5.63  0.04b
10,Whey (after drainage,5.48  0.04a,5.40  0.03b,5.36  0.03b,5.30  0.04c
11,Cheese (Day 0),5.40  0.02a,5.33  0.03b,5.31  0.02b,5.23  0.04c
12,Cheese (Day 30),4.85  0.04a,4.68  0.02b,4.64  0.02b,4.58  0.03c
13,Cheese (Day 90),5.02  0.02a,4.86  0.05b,4.78  0.05c,4.75  0.04c
