,0,1,2,3,4,5,6,7,8,9,10
0,Food group1,n,Serving size,,Moisture (g),Wholegrain (g) per 100 g3,Wholegrain (g) per 100 g3,,Wholegrain (g) per serving4,Wholegrain (g) per serving4,
1,,,,,per 100 g2,,,,,,
2,,,Labelled5,Standarde,,MeanSD,Median,Ranges,MeanSD,Median,Range8
3,,,(mean),(mean),,,,,,,
4,CEREALS AND CEREAL PRODUCTS,237,,,,,,,,,
5,Flours And Other Cereal Grains And Starches,19,,,,,,,30.0 -,,
6,"Cereal Flours,Dry Starch Powders",22,40.0,30.0,11.0,100.0-,100.0,0.0,30.0 -,30.0,0.0
7,"Flour,wheat,wholemeal, plain",22,40.0,30.0,11.0,100.0-,100.0,0.0,30.0-,30.0,0.0
8,Grains (Other Than Rice,5,63.0,28.3,9.2,100.00.0,100.0,0.0,28.3  4.6,25.0,25.0-33.5
9,"Couscous,whole wheat,raw",1,100.0,33.5,8.6,100.0,100.0,0.0,33.5 -,33.5,0.0
10,"Oats, rolled, raw",3,38.3,25.0,9.3,100.00.0,100.0,0.0,25.0  0.0,25.0,0.0
11,Red Quinoaraw,,100.0,33.2,9.3,100.0-,100.0,0.0,33.2-,33.2,0.0
12,"Grains, Rice",12,,,,,,,,-,
13,"Rice, brown, precooked10",7,119.6,120.0,50.0,40.1  6.9,37.0,31.0-49.0,48.2  8.3,44.4,37.258.8
14,"Rice, brown, raw",4,88.8,32.5,12.1,100.00.0,100.0,0.0,32.5  1.7,33.2,30.033.6
15,"Rice,wildraw",1,25.0,32.8,7.8,100.0,100.0,0.0,32.8,32.8,0.0
16,"Regular Breads, And Bread Rolls (Plain/Unfilled/Untopped Varieties)",98,75.7,40.0,38.2,37.6  23.5,45.1,5.1-70.0,15.0  9.3,18.0,2.028.0
17,"Breads, And Bread Rolls, Mixed Grain, Fortified",38,75.7,40.0,37.2,13.84.1,14.2,6.0-23.8,5.5  1.6,5.7,2.49.5
18,"Bread roll, mixed grain, added folate",,90.0,40.0,35.8,13.0-,13.0,0.0,5.2-,5.2,2.46.0
19,"Bread,from white or wholemeal flour, soy & linseed,added folate",5,78.8,40.0,41.0,9.63.3,9.0,6.0-15.0,3.8  1.3,3.6,2.46.0
20,"Bread,mixed grain,added folate",28,74.5,40.0,38.2,14.8 3.8,15.0,6.9-23.8,5.9  1.5,6.0,2.89.5
21,"Bread,mixed grain,added iron",1,74.0,40.0,38.2,8.8-,8.8,0.0,3.5-,3.5,0.0
22,"Bread, mixed grain, homemade from bread mix",1,75.0,40.0,38.2,13.3-,13.3,0.0,5.3  -,5.3,0.0
23,"Bread,mixed grain,seeds & oats, added folate",2,78.5,40.0,35.2,12.9  -,12.9,9.1-16.7,5.2 -,5.2,3.6-6.7
24,"Breads, And Bread Rolls, Wholemeal, Fortified",51,68.6,40.0,38.9,57.0  12.0,60.0,5.7-70.0,22.8  4.8,24.0,2.3-28.0
25,"Bread roll,from wholemeal flour,added folate",6,65.0,40.0,33.7,56.5  -,68.0,63.0-70.0,22.6  -,27.2,25.2-28.0
26,"Bread roll,from wholemeal flour,grain & seeds",2,80.0,40.0,38.3,56.5  -,56.5,50.0-63.0,22.6  -,22.6,20.0-25.2
27,"Bread,white and wholemeal wheat flour,pumpkin seeds",1,79.2,40.0,39.1,5.7 -,5.7,0.0,2.3-,2.3,0.0
28,"Bread, from wholemeal flour, added folate",21,66.6,40.0,41.1,61.0 6.4,65.0,49.4-66.0,24.4  2.6,26.0,19.8-26.4
29,"Bread, from wholemeal flour, added iron",3,65.7,40.0,41.1,52.2  6.1,49.4,48.0-59.1,20.9  2.4,19.8,19.2-23.7
30,"Bread, from wholemeal flour, added omega-3 polyunsaturates",1,74.0,40.0,41.1,50.0-,50.0,0.0,20.0,20.0,0.0
31,"Bread, from wholemeal flour, grain & seeds",10,69.4,40.0,38.3,52.0 12.6,57.3,19.8-62.0,20.8  5.0,22.9,7.9-24.8
32,"Bread,from wholemeal flour, homemade from bread mix",1,85.0,40.0,41.1,47.0,47.0,0.0,18.8 ,18.8,12.824.0
