,0,1,2,3,4,5,6
0,Element,Country,Meat,Offal,Meat products,Delicatessen,Reference
1,Al (mg kg1,United Kingdom,0.24,0.22,2.50,2.42,"Rose et al.,2010"
2,,France,0.60,,,2.42,"Arnich et al., 2012"
3,,France,0.766,0.584,,,"Millour et al., 2012"
4,As (g kg-1,United Kingdom,,8,5,,"Rose et al.,2010"
5,,Spain,,,,13/132,"Martorell et al.,2011"
6,,France,,,,,"Arnich et al., 2012"
7,,France,20,20,,36,"Millour et al., 2012"
8,,Taiwan,18/83,,,,"Chen et al., 2013"
9,,Spain,3.94,,,,"Galvez et al., 2019"
10,,China,43/473,,,,"Liang et al., 2019"
11,Ba(g kg-1,United Kingdom,30,90,330,,"Rose et al.,2010"
12,Ca (mg kg1),France,158,108,,138,"Chekri et al.,2012"
13,Cd(g kg1),Lebanon,5.77.5,,,,"Nasreddine et al., 2010"
14,,United Kingdom,<3,84,7,,"Rose et al., 2010"
15,,Sweden,,,2,,"Becker et al.,2011"
16,,Spain,,,,6/152,"Martorell et al.,2011"
17,,France,1,53,,5,"Millour et al.,2012"
18,,Serbia,,,,506,"Mitic et al.,2012"
19,,Taiwan,3/<21,,,,"Chen et al., 2013"
20,,Spain,1.05 4,,,,"Galvez et al., 2019"
21,,China,3/151,,,,"Liang et al.,2019"
22,Cog kg1,Lebanon,0.445,,,,"Nasreddine et al.,2010"
23,,Sweden,,,<3,,"Becker et al., 2011"
24,,Taiwan,8,91,,6,"Noel et al.,2012"
25,,Taiwan,2/333,,,,"Chen et al.,2013"
26,,Spain,,40.04,,,"Lopez-Alonso et al.,2016"
27,,Spain,30 4,,,,"Miranda et al.,2018"
28,Crg kg-1,United Kingdom,3,<1,37,,"Rose et al.,2010"
29,,France,296,239,,337,Noel et al.2012
30,,Sweden,,,19,,"Becker et al., 2011"
31,,Serbia,,,,52 6,"Mitic et al.,2012"
32,,Spain,,,708,,"Gonzalez-Weller et al., 2013"
33,,Spain,870 7,,,,"Perello et al., 2015"
34,,Spain,,18.04,,,"Lopez-Alonso et al., 2016"
35,,China,43 4,,,,"Miranda et al., 2018"
36,,China,483 /5041,,,,"Liang et al., 2019"
37,Cumg kg,Lebanon,1.64,,,,"Nasreddine et al.,2010"
38,,United Kingdom,1.44,52.54,1.16,,"Rose et al.,2010"
39,,France,0.804,113,,1.42,"Noel et al.,2012"
40,,Serbia,,124.86,,9.8316,"Mitic et al.,2012"
41,,Spain,,124.86,,,"Lopez-Alonso et al., 2016"
42,,Spain,0.8,,,,"Galvez et al., 2019"
43,Femg kg1,Serbia,38.57,,,,"Nasreddine et al.,2010"
44,,Serbia,,,,9.4386,"Mitic et al.,2012"
45,,Croatia,6.33/24.9 3,7.20,,,"Bilandzic et al.,2013"
46,,Spain,,36.67,,,"Lopez-Alonso et al., 2016"
47,,Spain,19,,,,"Galvez et al., 2019"
48,Hgg kg1,United Kingdom,<2,4,<2,,"Rose et al.,2010"
49,,Spain,,,,13/132,"Martorell et al., 2011"
50,,France,5,5,,8,"Millour et al.,2012"
51,,China,15/103,,,,"Liang et al., 2019"
52,K(mg kg-1),Sweden,,,2690,,"Becker et al., 2011"
53,,France,4003,3743,,3910,"Chekri et al., 2012"
54,Mg(mg kg-,France,309,292,,261,"Chekri et al.,2012"
55,,Croatia,220/263 3,212,,,"Bilandzic et al.,2013"
56,,Lebanon,237 8,,,179 6,Djinovic-Stojanovic et al.2017
57,Mn(mg kg1),Lebanon,0.49,,,,"Nasreddine et al., 2010"
58,,United Kingdom,0.129,2.65,2.75,,"Rose et al.,2010"
59,,Serbia,0.114,2.67,,0.511,"Noel et al.,2012"
60,,Serbia,,,,1.352 6,"Mitic et al.,2012"
61,,Taiwan,0.106/0.148 3,,,,"Chen et al.,2013"
62,,Spain,,3.04,,,"Lopez-Alonso et al., 2016"
63,,Spain,108,,,,"Galvez et al., 2019"
64,Mog kg,United Kingdom,16,1100,85,,"Rose et al.,2010"
65,,France,22,1001,,71,"Noel et al.,2012"
66,,Taiwan,140/333,,,,"Chen et al.,2013"
67,,Spain,,1243.36,,,"Lopez-Alonso et al., 2016"
68,,Spain,1504,,,,"Miranda et al.,2018"
69,Nig kg1,Lebanon,25.24 5,,,,"Nasreddine et al.,2010"
70,,United Kingdom,<20,20,70,,"Rose et al.,2010"
71,,Sweden,,,<17,,"Becker et al.,2011"
72,,Serbia,,,,510 6,Mitic et al.2012
73,,France,63,77,,96,"Noel et al., 2012"
74,,Spain,445,,,,Perell6et al.2015
