,0,1,2,3,4
0,Code,Cultivar,Fruit type,Flesh color,Breeder
1,IB,Ibiza (cov),Peach,White,PSB Produccion Vegetal
2,M1,Ivory Star (cov),Peach,White,Star Fruits
3,M1,Monsan 1 (cov),Peach,Red,Star Fruitso
4,M3,Monsantrois (cov),Peach,Red,Star Fruits
5,ML,Monlori (cov),Nectarine,Red,Star Fruits
6,MN,Monid (cov),Nectarine,Red,Star Fruits
7,ND,NECTASWEET Nectardream (cov),Nectarine,White,Agro Selection Fruit (ASF)
8,NJ,NECTASWEET Nectarjewel (cov),Nectarine,White,Agro Selection Fruit (ASF)
9,NN,NECTASWEET Nectarnow (cov),Nectarine,White,Agro Selection Fruit (ASF)
10,RB,Rosabelle (cov),Nectarine,White,Star Fruits
11,RL,Rosalise (cov),Nectarine,White,Star Fruitse
12,SF,SF-09-032 (cov),Peach,White,Star Fruits
13,SR,TONICSWEET Sweetregal (cov),Peach,White,Agro Selection Fruit (ASF)
14,SS,TONICSWEET Sweetstar (cov),Peach,White,Agro Selection Fruit (ASF)
