,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Days arter germination,,,,,,,,,,,,
1,,9,,16,,23,,35,,49,,average,
2,Cultivar,x,SD,x,SD,x,SD,x,SD,x,SD,x,SD
3,,,,,,caffeic acid,,,,,0.05,,
4, Purple Ruffles,0.03,0.00,0.07,0.02,0.06,0.01,0.24,0.04,0.21,0.05,0.14,0.09
5,Rosie,0.03,0.00,0.05,0.01,0.06,0.02,0.20,0.02,0.23,0.01,0.11,0.08
6,Sweet Petra Dark Red,0.04,0.01,0.10,0.02,0.10,0.02,0.22,0.04,0.16,0.05,0.13,0.07
7,average,0.03 a,0.00,0.07 b,0.02,0.07 b,0.02,0.22 c,0.03,0.20 c,0.04,,
8,,,,,,p-coumaric,,,,,,,
9,Purple Ruffles,0.02,0.02,0.08,0.02,0.06,0.02,0.58,0.09,0.19,0.06,0.20 e,0.22
10,Rosie,0.02,0.01,0.04,0.02,0.04,0.02,0.30,0.09,0.10,0.01,0.11 d,0.12
11,Sweet Petra Dark Red,0.02,0.01,0.06,0.02,0.06,0.03,0.48,0.07,0.13,0.01,0.16 e,0.19
12,average,0.02 a,0.01,0.06 b,0.02,0.05 b,0.02,0.45 c,0.14,0.15 d,0.06,,
13,,,,,,caftaric acid,,,,,,,
14,Purple Ruffles,0.08,0.01,0.13,0.04,0.08,0.03,0.74,0.27,0.69,0.20,0.37,0.34
15,Rosie,0.11,0.00,0.08,0.01,0.07,0.02,1.04,0.16,1.14,0.14,0.46,0.50
16,Sweet Petra Dark Red,0.07,0.02,0.10,0.03,0.08,0.03,0.78,0.24,0.68,0.11,0.33,0.34
17,average,0.08 a,0.02,0.10 a,0.03,0.08 a,0.02,0.85 b,0.25,0.81 b,0.26,,
18,,,,,,gentisic acid,,,,,,,
19,Purple Ruffles,1.01,0.19,1.43,0.55,1.46,0.71,1.64,0.40,1.24,0.33,1.41,0.48
20,Rosie,0.85,0.06,1.13,0.58,0.85,0.04,2.07,0.78,1.45,0.89,1.29,0.71
21,Sweet Petra Dark Red,0.30,0.07,0.52,0.19,2.30,0.31,2.61,0.96,0.95,0.50,1.53,1.08
22,average,0.80 a,0.34,1.03 b,0.59,1.54 a,0.74,2.11 a,0.81,1.24 a,0.50,,
23,,,,,,chicoric acid,,,,,,,
24,Purple Ruffles,0.14,0.09,0.28,0.06,0.37,0.15,4.52,1.02,1.67,0.52,1.56,1.81
25,Rosie,0.13,0.03,0.25,0.10,0.24,0.21,2.48,0.32,1.40,0.27,0.93,1.00
26,Sweet Petra Dark Red,0.12,0.07,0.47,0.10,0.44,0.21,3.66,0.40,1.68,0.30,1.35,1.42
27,average,0.13 a,0.06,0.34 b,0.13,0.35 b,0.17,3.55 c,1.06,1.60 d,1.42,,
28,,,,3.90,,rosmarinic acid,rosmarinic acid,,,,,,
29,Purple Ruffles,1.27,0.31,3.90,1.34,3.43,0.79,22.77,3.41,4.22,3.10,7.76,8.81
30,Rosie,1.86,0.31,3.28,1.16,3.31,0.74,17.61,3.41,6.55,2.29,6.96,6.50
31,Sweet Petra Dark Red,1.31 a,0.25,2.39,0.52,2.17,0.66,22.36,4.11,4.81,3.07,6.60,9.04
32,average,1.31 a,0.52,3.19 b,1.12,2.97 b,0.90,21.31 c,5.27,5.30 b,2.69,,
