,0,1,2,3,4,5
0,,,Contribution of 100 g portion (%,Contribution of 100 g portion (%,Contribution of 100 g portion (%,
1,Species,Anatomic,Mushroom weight fulfilling the daily,Mushroom weight fulfilling the daily,Mushroom weight fulfilling the daily,
2,Species,part,permissible doses (kg),permissible doses (kg),,
3,,,Hg,Pb,Cd,As
4,,Cap,1.691,0.814,14.285,0.206
5,Armillaria mellea,Cap,5.914,12.285,0.700,48.544
6,Armillaria mellea,Stipe,2.121,1.286,15.170,0.211
7,,Stipe,4.715,7.776,0.659,47.393
8,,Cap,0.654,5.591,1.183,0.539
9,Cantharellus cibarius,Cap,15.290,1.789,8.453,18.553
10,Cantharellus cibarius,Stipe,0.444,2.387,0.734,0.356
11,,Stipe,22.523,4.189,13.624,28.090
12,,Cap,5.306,2.441,11.148,1.497
13,Coprinus comatus,Cap,1.884,4.097,0.897,6.680
14,Coprinus comatus,Stipe,2.638,3.273,5.604,0.560
15,,Stipe,3.790,3.055,1.784,17.857
16,,Cap,60.978,193.584,19.20,9.910
17,Lycoperdon perlatum,Cap,0.164,0.052,0.520,1.009
18,Lycoperdon perlatum,Stipe,51.470,186.184,16.737,7.130
19,,Stipe,0.194,0.054,0.597,1.402
20,,Cap,1.441,3.294,1.720,1.367
21,Suillus luteus,Cap,6.937,3.036,5.814,7.315
22,Suillus luteus,Stipe,0.736,4.546,1.015,0.906
23,,Stipe,13.587,2.200,9.852,11.038
24,,Cap,19.361,5.057,11.946,1.602
25,Tricholoma,Cap,0.517,1.977,0.837,6.242
26,portentosum,Stipe,6.287,2.351,3.684,0.471
27,,Stipe,1.590,4.254,2.714,21.230
28,,Cap,1.405,1.015,4.917,0.522
29,Xerocomus badius,Cap,7.117,9.852,2.034,19.157
30,Xerocomus badius,Stipe,2.142,2.999,4.292,0.278
31,,Stipe,4.669,3.334,2.330,35.971
