,0,1,2,3,4,5,6,7,8
0,Analytes,,,Recoveries (%)  RSDs (%),Recoveries (%)  RSDs (%),Linear,R2,LOQ,LOD
1,,,High level,Middle level,Low level,range,,(mg/k,(mg/kg)
2,,,,,,(ug/mL),,g),
3,PAES,DMP,11112,10213,91.52.6,0.01-0.5,0.9999,0.05,0.02
4,,DEP,1104,1059,96.76.4,0.01-0.5,0.9994,0.05,0.02
5,,DBP,1015,96.35.1,86.44.3,0.01-0.5,0.9965,0.05,0.02
6,,BBP,1084,99.07.7,93.27.4,0.01-0.5,0.9982,0.05,0.02
7,,DEHP,90.88.2,8312,7714,0.01-0.5,0.9967,0.05,0.02
8,,DNOP,9311,87.66.3,7912,0.01-0.5,0.9998,0.05,0.02
9,PCBs,PCB 1,8112,78.71.6,83.55.4,0.02-1,0.9995,0.10,0.03
10,,PCB 5,8315,98.73.5,9312,0.02-1,0.9995,0.10,0.03
11,,PCB 31,8614,7612,7819,0.02-1,0.9995,0.10,0.03
12,,PCB 47,7916,7315,72.47.1,0.02-1,0.9997,0.10,0.03
13,,PCB 91,40.15.4,4414,46.06.4,0.02-1,0.9997,0.10,0.03
14,,PCB 154,3416,36.37.5,3412,0.02-1,0.9983,0.10,0.03
15,,PCB 171,2411,2221,2215,0.02-1,0.9973,0.10,0.03
16,,PCB 20l,94.19.6,85.15.3,1037,0.02-1,0.9931,0.10,0.03
17,PAHS,Acenaphthylene,85.83.0,90.10.8,82.69.4,0.01-0.5,0.9988,0.05,0.02
18,,Fluorene,82.25.4,86.21.3,80.47.1,0.01-0.5,0.9984,0.05,0.02
19,,Phenanthrene,83.43.7,89.42.2,84.27.5,0.01-0.5,0.9991,0.05,0.02
20,,Anthracene,73.66.2,80.63.2,77.94.1,0.01-0.5,0.9977,0.05,0.02
21,,Pyrene,78.41.6,82.15.8,79.33.3,0.01-0.5,0.9981,0.05,0.02
22,,Benz[a]anthracene,78.41.8,70.98.6,77.75.0,0.01-0.5,0.9936,0.05,0.02
23,,Chrysene,84.91.8,84.19.8,89.53.6,0.01-0.5,0.9973,0.05,0.02
24,,Benzo[b]fluoranthene,85.82.4,86.69.9,74.64.8,0.01-0.5,0.9950,0.05,0.02
25,,Benzo[k]fluoranthene,92.33.9,8019,72.94.9,0.01-0.5,0.9942,0.05,0.02
26,,Benzo[a]pyrene,91.83.9,8712,7210,0.01-0.5,0.9939,0.05,0.02
27,,"Indeno[1,2,3-cd]pyrene",59.53.6,50.29.8,44.59.8,0.01-0.5,0.9942,0.05,0.02
28,,"Dibenz[a,h]anthracene",40.85.0,4013,3215,0.01-0.5,0.9938,0.05,0.02
29,,Benzo[g.h.ilperylene,73.62.8,6813,4919,0.01-0.5,0.9947,0.05,0.02
