,0,1,2,3,4,5,6
0,Compounds,Yeast strains,,,,,
1,,Industrial,,Natural,,Mix,
2,Ester,Median,(Min-Max),Median,(Min-Max),Median,(Min-Max)
3,Ethyl acetate,35.0,(2.3-385,37.0,(3.85-267),13.2,(0.00-106)
4,Ethyl butanoateb,<LOD,(0.000.42),<LOD,(0.00-2.3),<LOD,(0.000.89)
5,Ethyl hexanoate,<LOD,(0.000.77),<LOD,(0.000.57),<LOD,(0.00-0.14)
6,Ethyl lactate,6.88,(0.29226),21.0,(0.48244),4.26,(0.0053.5)
7,Ethyl octanoate,0.25,(0.003.6),0.13,(0.00-1.27),0.09,(0.000.92)
8,Ethyl nanoated,<LOD,(0.000.06),<LOD,(0.00-0.14),<LOD,(0.000.05)
9,Ethyl decanoate,0.78,(0.00-5.96),0.31,(0.00-2.32),0.56,(0.00-2.64)
10,Isoamyl octanoate,<LOD,(0.00-0.1),<LOD,(0.000.03),<LOD,(0.000.05)
11,Ethyl dodecanoate,0.30,0.00-1.98,0.13,(0.001.53),0.29,(0.000.72)
12,Aldehydes,,,,,,
13,Formaldehydef,0.01,(0.001-0.01),0.006,(0.000.03),<LOD,(0.00-0.01)
14,5-HMF,0.16,(0.001-1.23),0.15,(0.00-1.74),0.08,(0.00-0.36)
15,Acetaldehyde,1.46,(0.34-11.7),1.24,(0.23-8.96),1.26,(0.207.69)
16,Propionaldehydes,0.01,(0.00-0.05),0.01,(0.000.07),<LOD,(0.000.02)
17,Furfuraldehydeh,0.01,(0.000.13),0.01,(0.000.08),<LOD,(0.000.03)
18,Crotonaldehyde',<LOD,(0.00-5.65),<LOD,(0.000.55),<LOD,(0.000.57)
19,Isobuty/butyraldehyde,0.039,(0.005-0.09),0.034,(0.000.55),0.02,(0.010.67)
20,Benzaldehydei,<LOD,(0.00-0.09),<LOD,(0.00-0.19,<LOD,(0.00-0.10)
21,Isovaleraldehyde,0.039,(0.010.26),0.040,(0.001-0.11),0.03,(0.000.06)
22,Valeraldehydek,0.001,(0.000.07),0.001,(0.000.04),<LOD,(0.000.02)
23,Ketones,,,,,,
24,Acetophenonel,<LOD,(0.00-0.03),<LOD,(0.00-0.14),<LOD,(0.000.00)
25,Acetylacetonem,<LOD,(0.00-0.11),<LOD,(0.000.09),<LOD,(0.00-0.04)
26,"2,3-Butanedionen",<LOD,(0.00-0.91),<LOD,(0.000.74),<LOD,(0.000.05)
27,Cyclopentanone',<LOD,(0.00-0.05),<LOD,(00.12),<LOD,(0.000.00)
28,Compounds,Yeast strains,,,,,
29,,Industrial,,Natural,,Mix,
30,Metals,Median,(Min-Max),Median,(Min-Max),Median,(Min-Max)
31,MnP,<LOD,(0.000.00),<LOD,(0.00-0.00,<LOD,(0.00-0.00)
32,Al,0.016,(0.000.03),0.019,(0.010.06),0.02,(0.010.05)
33,Na,0.162,(0.05-0.20),0.151,(0.00-0.32),0.13,(0.060.24)
34,Ca,0.152,(0.0270.07),0.105,(0.060.37),0.11,(0.030.12)
35,Mg,0.045,(0.0270.07),0.039,(0.020.12),0.04,(0.030.12)
36,Cu,0.44,(0.0251.84),0.65,(0.002.98),0.12,(0.01-1.10)
37,Srq,<LOD,(0.00-0.00),<LOD,(0.000.00),0.001,(0.00-0.002)
38,Fe,0.011,(0.002-0.06),0.015,(0.000.07),0.001,(0.00-0.023)
39,Cdr,<LOD,(0.00-0.00,<LOD,(0.000.00),<LOD,(0.000.003)
40,,0.02,(0.020.06),0.03,(0.01-1.29),0.02,(0.010.05)
41,Alcohols,,,,,,
42,Isoamyl alcohol,147.4,(31.7-544,122,(9.44-339),149,(37.3-239
43,Methanol,22.8,(13.988.7),25.5,(17.446.6),21.3,(14.747.9)
44,2-Butyl alcohols,<LOD,(0.0033.2),<LOD,(0.0092.2),<LOD,(0.0-97.2)
45,Propanol,39.6,10.0-203,41.2,(0.00-306),31.3,13.6-111
46,Isobutyl alcohol,36.9,6.4-128),33.2,(2.0469.0),49.9,(12.1-76.4)
47,Butyl alcohol,0.71,(0.00-3.71),1.20,(0.0016.4),0.60,(0.43-1.30)
48,Ethyl Carbamate,20,(0.0032),10,(0.0070),10,(0.0030.0)
49,Acid,40.7,(0.00-345,31.9,(0.00-341,18.7,(0.0077.2)
50,Alcohol content (% v/v),3.08,(25.0-62.2),45.7,(21.1-68.5),54.1,(42.379.6)
51,DMS,3.08,(0.04-37.3),3.87,(0.00-52.1),2.16,(0.001-6.60)
