,0,1,2,3,4
0,Cultivar/cooking method,Dry matter,Total oxalate,Soluble oxalate,Insoluble oxalate
1,,g/100 g WM),(mg/100 g FW),(mg/100 g FW),(mg/100 g FW)
2,Akame,,,,
3,Raw,24.7,171.411.4,108.612.8,62.8  14.2
4,Boiled,17.3,50.6 6.6,nd,50.66.6
5,Baked,46.6,328.37.5,216.216.8,112.113.0
6,Ishikawa-wase,,,,
7,Raw,28.9,94.1 4.4,55.011.0,39.2 13.3
8,Boiled,17.9,29.79.7,nd,29.79.7
9,Baked,59.3,218.3 6.3,135.9  23.5,82.424.5
10,Yamato-wase,,,,
11,Raw,24.9,73.22.6,35.76.6,37.6+6.7
12,Boiled,17.9,26.25.4,nd,26.25.4
13,Baked,53.4,171.620.9,97.125.3,74.5+11.4
14,Unnamed,,,,
15,Raw,18.6,95.58.8,63.78.5,31.9+7.5
16,Boiled,13.8,22.26.7,nd,22.26.7
17,Baked,37.7,197.919.9,136.218.3,61.77.9
18,Source of variation,df,Significance,,
19,Cultivar,3,***,**,NS
20,Cooking,2,***,***,***
21,Cultivar  Cooking,6,***,**,NS
22,l.s.d.5%) between cultivars,,32.3,38.9,34.4
23,1.s.d. (5%) within cultivars,,28.7,32.4,17.6
