,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,No.,Months Compounds,Jan.,Feb.,Mar.,Apr.,May.,Jun.,Jul.,Aug.,Sept.,Oct.,Nov.,Dec.,AVG.
1,1,"3,4-dihydroxybenzaldehyde",0.06,0.12,0.08,0.13,0.09,0.21,0.1,0.1,0.02,0.02,0.09,0.05,0.09
2,2,caffeic acid,0.33,0.86,0.65,0.92,-,0.88,0.77,1.73,1.26,1.27,0.6,0.45,0.88
3,3,vanillin,,0.02,0.01,0.02,,0.01,0.01,,,,,,0.01
4,4,p-coumaric acid,0.57,1,0.93,0.65,0.29,0.71,0.46,0.45,0.7,0.67,0.83,0.52,0.65
5,5,ferulic acid,0.11,0.23,0.31,0.24,0.21,0.2,0.37,0.7,0.33,0.34,0.24,0.15,0.29
6,6,isoferulic acid,0.34,0.84,0.97,0.8,0.86,1.47,1.23,1.28,1.09,1.05,0.68,0.46,0.92
7,7,benzoic acid,0.28,,,,0.93,,2.58,0.6,0.17,0.51,,,0.85
8,8,"3,4-dimethoxycinnamic acid",0.29,0.85,1.17,1.15,0.4,1.64,0.94,2.21,1.47,1.69,0.56,0.51,1.07
9,9,cinnamic acid,,,,,,0.05,0.06,0.02,0.01,0.01,,0.01,0.03
10,10,4-methoxycinnamic acid,0.13,0.41,0.24,0.33,0.2,0.43,0.31,0.25,0.34,0.34,0.4,0.22,0.30
11,11,5-methoxy pinobanksin,0.76,1.65,1.94,2.14,1.42,1.66,1.89,3.52,2.85,3.5,1.38,1.05,1.97
12,12,pinobanksin,0.52,1.04,1.37,1.69,0.37,1.18,1.2,2.47,1.57,1.92,0.72,0.63,1.22
13,13,quercetin,,,,,,,,,,,,,
14,14,alpinetin,0.03,0.04,0.09,0.04,0.19,0.02,,,0.22,0.23,0.24,0.37,0.15
15,15,kaempferol,0.03,0.06,0.04,0.04,0.06,0.03,,,0.11,,,,0.05
16,16,cinnamylideneacetic acid,0.07,0.08,0.07,0.13,0.16,0.05,,0.05,0.13,,,,0.09
17,17,apigenin,0.17,0.37,0.27,0.32,0.18,0.19,0.09,0.26,0.31,0.42,0.09,0.19,0.24
18,18,isorhamnetin,0.29,,,,0.42,0.32,0.7,0.32,0.78,0.49,,0.37,0.46
19,19,pinocembrin,3.13,6.47,5.39,5.3,2.51,4.07,3.62,6.07,5.71,6.58,3.81,3.63,4.68
20,20,benzyl caffeate,1.14,3.06,2.26,2.93,2.27,6,5.69,1.36,1.63,5.8,2.38,1.86,3.02
21,21,pinobanksin-3-O-acetate,0.92,0.93,2.93,3.46,1.28,3.05,3.09,6.3,4.93,7.27,1.47,1.94,3.12
22,22,chrysin,4.53,9.83,8.97,10.02,4.06,5.59,5.44,11.95,13.25,15.61,11.01,6.04,8.84
23,23,phenethyl caffeate,2.25,5.57,5.29,5.55,3.4,3.56,4.12,6.12,7.43,7.31,5.02,3.11,4.88
24,24,galangin,0.57,1.32,1.76,2.05,0.63,2.23,2.43,3.41,2.71,3.36,2.85,0.75,2.00
25,25,benzyl p-coumarate,0.21,0.98,0.51,0.37,,0.08,0.33,1.15,0.83,0.9,0.5,0.46,0.57
26,26,benzyl ferulate,,1.01,0.89,1.02,2.1,0.53,1.31,1.68,3.29,3.8,,0.69,1.62
27,27,cinnamyl caffeate,0.49,1.13,0.91,0.67,,1.19,1.63,0.91,1,1.18,1.03,0.56,0.97
28,28,pinostrobin,1.87,2.98,2.54,2.29,1.85,0.45,0.44,0.15,1.03,1.09,2.47,1.56,1.56
29,29,tectochrysin,0.62,1.41,1.37,0.52,0.55,0.27,0.59,0.61,0.75,0.88,0.48,0.8,0.74
30,30,cinnamyl P- cinnamate,0.39,,,0.56,,,,0.47,0.6,0.84,,0.61,0.58
31,31,cinnamyl cinnamate,,,,,,,,,,,,,
32,32,p-methoxy-cinnamic acid cinnamyl ester,0.54,0.71,0.59,,1.93,0.46,1.43,0.32,0.68,0.9,0.89,0.55,0.82
33,33,9-oxo-ODE,2.54,5.63,4.69,2.51,0.86,0.58,0.51,1.01,4.21,4.83,3.26,3.11,2.81
34,34,9-oxo-ODA,0.27,0.55,0.39,0.27,0.29,0.09,0.18,0.06,0.29,0.26,0.25,0.3,0.27
35,,sum of 9-oxo-ODE and 9-oxo-ODA,2.81,6.18,5.08,2.78,1.15,0.67,0.69,1.07,4.5,5.09,3.51,3.41,3.08
36,,Ratio D,5.40,5.94,3.71,1.64,3.11,0.57,0.58,0.43,2.87,2.65,4.88,5.41,3.10
