,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,,1.1C,105,052,96'0,,,,,,,,,,,,
1,9,D.4,88'0,044,10,217,,,,,RXI,,,,,,
2,,1.1C,,04.7,111,,,,,,S,,,,,,
3,,D.6,,,680,,,,,,,,:,,,,
4,,1.1C,160,146,078,,,,,,,,,,,,
5,,,084,042,01.2,,,,,,SEM,,00.2,800,287,0000000,100
6,,1.1c,880,044,,,,0000,,1.1C,,212,600,,145,,2220
7,,D.6,,,+94,292,,0000,,D.6,,194,,172,247,,
8,,1.1e,,042,014,242,,0002,,,,16,86'0,168,258,,1110
9,,D.6,,,,,14140,,,D.6,,,6'0,06'0,287,,0000
10,,,,042,,227,,1000,,1.1e,,860,,252,246,,
11,,,070,055,,,,,9,D.6,,,040,150,,,
12,,,,,,,,,,,,,,,,,Tirrrre
