,0,1,2,3,4,5,6,7,8,9,10,11,12
0,No,Species,Delivery form,Pseudo-Vitamin B12,Pseudo-Vitamin B12,Vitamin B2,,Sum B12,Labeled,Ratioa,Ratiob,Ratioc,Pseudod
1,,,,,,,,,content,Sum/labeled,B12/labeled,B12/Pseudo,(% of sum)
2,,,,Mean, SD,Mean, SD,,,,,,
3,1,Chlorella pyrenoidosa,Capsules,4.6,0.1,115.5,0.1,120.1,77,1.6,1.5,25.1,4
4,2,Chlorella sp.,Tablets,3.5,0.3,109.9,6.2,113.4,83,1.4,1.3,31.4,3
5,3,Chlorella pyrenoidosa,Tablets,27.9,1.2,4.8,0.2,32.7,,,,0.2,85
6,4,Chlorella vulgaris,Powder,n.d.,,71.1,1.8,71.1,,,,,
7,5,Chlorella sp.,Tablets,n.d.,,n.d.,,,,,,,
8,6,Chlorella sp.,Tablets,2.0,0.0,17.5,0.3,19.6,60,0.3,0.3,8.6,10
9,7,Chlorella vulgaris,Tablets,3.8,0.1,121.5,2.9,125.4,,,,31.8,3
10,8,Chlorella pyrenoidosa,Tablets,3.9,0.2,99.4,1.2,103.3,3100,0.03,0.03,25.5,4
11,9,Chlorella vulgaris,Tablets,34.1,1.2,367.2,9.0,401.3,420,1.0,0.9,10.8,8
12,10,Chlorella vulgaris,Tablets,2.2,0.1,10.3,0.5,12.4,,,,4.8,17
13,11,Chlorella sp.,Tablets,3.0,0.2,70.9,4.1,73.8,,,,24.0,4
14,12,Chlorella vulgaris,Tablets,56.2,3.0,8.7,0.4,64.9,,,,0.2,87
15,13,Chlorella sp.,Tablets,77.1,5.3,76.4,4.8,153.5,50,3.1,1.5,1.0,50
16,14,Chlorella pyrenoidosa,Tablets,44.2,2.9,101.8,5.7,146.0,,,,2.3,30
17,15,Chlorella pyrenoidosa,Tablets,28.1,1.4,406.4,10.0,434.6,,,,14.4,6
18,16,Chlorella vulgaris,Tablets,6.3,0.3,111.4,2.2,112.3,,,,16.9,6
19,17,Chlorella vulgaris,Tablets,n.d.,,111.4,2.6,111.4,300,0.4,0.4,,
20,18,Chlorella vulgaris,Tablets,88.0,4.7,62.8,1.6,150.9,900,0.2,0.1,0.7,58
21,19,Chlorella vulgaris,Tablets,6.9,0.1,87.1,0.2,94.1,,,,12.6,7
22,20,Chlorella vulgaris,Tablets,2.9,0.1,12.1,0.4,15.0,95,0.2,0.1,4.2,19
23,21,Chlorella sp.,Tablets,n.d.,,15.1,0.3,15.1,,,,,
