,0,1,2,3,4
0,Legumes name,No,Brands,NSPa g/100 g,Codea
1,Dried legumes,,,,
2,Yellow chickpeas,1,Sainsbury chickpeas dried,4.3,13-077
3,,2,Tesco chickpeas dried,,
4,,3,Waitrose chickpeas dried,,
5,,4,Chanadal chickpeas dried,,
6,Red kidney beans,1,Morrison's whole food red kidney beans,6.7,13-110
7,,2,Great scot red kidney beans,,
8,,3,Natco red kidney beans,,
9,Mung beans,1,Moong whole heeva,3.0,13-097
10,,2,Natco mung beans,,
11,,3,Tesco mung beans,,
12,Red lentil,1,East End red lentil,1.9,13-092
13,,2,Indus red lentil,,
14,,3,Tesco red lentil,,
15,,4,Great Scot red lentil,,
16,Butter beans,1,Whitworths butter beans,5.2,13-071
17,,2,Whole food butter beans,,
18,,3,Great Scot butter beans,,
19,Green brown lentil,1,East End Green lentil,3.8,13-090
20,,2,Brown lentil Heera,,
21,,3,Waitrose green lentil,,
22,Green peas frozen,1,Morrison green peas,5.1,13-134
23,,2,Sainsbury's basic British garden peas,,
24,,3,Bird's Eye field fresh garden peas,,
25,,4,British garden peas by Sainsbury's,,
26,,5,Cooperative farm British garden peas,,
27,Green beans frozen,1,Tesco sliced green beans,4.1,13-084
28,,2,Sainsbury's very fine whole green beans,,
29,,3,ASDA sliced green beans,,
