,0,1,2,3,4,5,6,7,8,9,10
0,,Math treatmenta,Sample number,Calibration,,,,,Cross-validation,Cross-validation,S.D./SECV
1,,,,Rangeb,Meanb,S.D.,SEC,RSQ,SECV,1-VR,
2,Lutein,"0,0,1,1",116,0-1.861,0.528,0.444,0.096,0.953,0.102,0.947,4.347
3,,"1,4,4,1",117,0-1.848,0.528,0.440,0.088,0.960,0.101,0.947,4.341
4,,"1,8,8,1",116,0-1.849,0.523,0.442,0.087,0.961,0.096,0.955,4.611
5,,"2,4,4,1",116,0-1.823,0.519,0.435,0.056,0.983,0.092,0.955,4.728
6,,"2,8,8,1",116,0-1.845,0.525,0.440,0.091,0.957,0.104,0.944,4.244
7,B-Carotene,"0,0,1,1",118,0-3.941,0.991,0.983,0.202,0.958,0.216,0.952,4.557
8,,"1,4,4,1",114,0-3.868,0.954,0.971,0.148,0.977,0.174,0.968,5.579
9,,"1,8,8,1",113,0-3.828,0.939,0.963,0.144,0.978,0.175,0.967,5.510
10,,"2,4,4,1",116,0-3.881,0.967,0.972,0.131,0.982,0.179,0.966,5.422
11,,"2,8,8,1",116,0-3.881,0.966,0.972,0.158,0.974,0.197,0.959,4.924
