,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,,5p level,,,25p level,,,50p level,,,75p level,,,95p level,,
1,Age,Male,Female,Average,Male,Female,Average,Male,Female,Average,Male,Female,Average,Male,Female,Average
2,3-5,1.503a,2.128,1.774,3.445,4.878,4.067,4.942,6.997,5.833,6.797,9.624,8.024,10.376,14.691,12.247
3,6-11,3.248,2.182,2.724,7.444,5.000,6.244,10.677,7.172,8.957,14.687,9.865,12.320,22.418,15.058,18.806
4,12-18,2.585,2.175,2.403,5.926,4.986,5.508,8.499,7.152,7.901,11.691,9.838,10.867,17.845,15.017,16.588
5,19 -29,2.022,1.428,1.796,4.634,3.273,4.117,6.647,4.695,5.905,9.143,6.458,8.122,13.957,9.858,12.398
6,30 - 49,2.608,2.019,2.368,5.978,4.627,5.428,8.574,6.637,7.786,11.794,9.129,12.852,18.002,13.935,16.347
7,50 -64,3.459,2.106,2.842,7.929,4.827,6.514,11.373,6.923,9.343,15.644,9.523,12.852,23.879,14.536,19.617
8,62<,2.709,1.782,2.189,6.210,4.083,5.017,8.907,5.857,7.196,12.252,8.056,9.898,18.702,12.298,15.108
9,Average,2.540,1.831,2.226,5.823,4.196,5.103,8.352,6.019,7.320,11.488,8.279,10.068,17.536,12.637,15.368
