,0,1,2,3
0,Item,Measured value,Certified IAEAa,95 % confidence interval
1,Macroelements,Macroelements,,
2,P,2385195,2300,2100-2500
3,K,20625846,21000,19600-22500
4,Ca,200851003,21600,21000-22200
5,Na,620 98,500,440-570
6,Mg,1393134,1360,1330-1450
7,Microelements,Microelements,,
8,Zn,24.30.8,24,23-25
9,Fe,20016,186,177-190
10,Cu,8.91.1,9.4,8.8-9.7
11,Mo,0.840.13,0.9,0.6-1.1
12,Mn,45.6 4.6,47,44-51
13,Heavy metals,,,
14,Pb,1.960.39,1.6,0.8-1.9
15,Cd,0.0730.033,0.03,0.02-0.05
16,Ni,4.5  0.7,4.2,3.8-4.9
