,0,1,2,3,4,5,6,7,8,9,10
0,Element,Recovery,Heshuo (n,Heyang (n,Hongsipu (n,Minquan(n=,Xiaxian(n=,Yangling (n,Mean,Max,Min
1,,(%),=9,=9),=9,9),9),=9),,,
2,166Er,103.5,0.003c,0.003cd,0.03  0.002c,0.002d,0.04  0.02b,0.05  0.01a,0.03,0.07,0.01
3,172Yb,95.0,0.03 ,0.001b,0.02 ,0.01  0.003c,0.04  0.02a,0.04 ,0.03,0.08,0.01
4,159Tb,,0.002b,0.001b,0.0003b,,,0.004a,,,
5,159Tb,98.1,0.002b,0.002b,0.01 ,0.004 ,0.01  0.01b,0.03  0.01a,0.01,0.04,0.003
6,165Ho,,0.002b,0.002b,0.0004b,0.0001b,,,,,
7,165Ho,104.7,0.01 ,0.01 ,0.01  0.001b,0.01 ,0.01 ,0.02  0.01a,0.01,0.03,0.004
8,169Tm,,0.0004c,0.001d,,0.001d,0.001d,,,,
9,169Tm,96.3,0.005 ,0.003 ,0.01  0.001b,0.0004 ,0.001 ,0.02 ,0.01,0.03,0.00002
10,17$Lu,,0.001bc,0.002cd,,0.0003e,0.0005de,0.005a,,,
11,17$Lu,95.8,0.01 ,0.01 ,0.01  0.001b,0.002 ,0.004 ,0.03  0.01a,0.01,0.04,0.001
12,17$Lu,,0.001b,0.003b,,0.0002c,0.001bc,,,,
