,0,1,2,3,4,5,6,7,8,9,10,11
0,,Recording mode,Math treatment,N,Mean,SD,Est. Min,Est. Max,SEC,R'2,SECV,RPD
1,Weight (gr),Whole,"Detrend only 2,4,4,1",39,6.79,0.66,4.80,8.78,0.20,0.91,0.35,5.4
2,Size (mm),Whole,"Detrend only 0,0,1,1",40,6.66,0.64,4.73,8.58,0.38,0.64,0.55,1.9
3,Protein (%),Whole,"Detrend only 1,4,4,1",38,24.0,1.78,18.7,29.4,0.36,0.96,0.33,5.4
4,Moisture (%),Whole,"Standard MSC 2,8,6,1",37,6.31,0.81,3.89,8.73,0.26,0.89,0.31,3.1
5,Total fat (%),Whole,"Standard MSC 0,0,1,1",39,0.66,0.09,0.39,0.92,0.06,0.48,0.09,1.8
6,Total fiber (%),Whole,"Standard MSC 1,4,4,1",38,6.57,0.46,5.19,7.95,0.25,0.61,0.29,2.0
7,Ash %),Whole,"Standard MSC 2,4,4,1",39,6.72,0.19,1.72,2.85,0.06,0.91,0.18,4.2
8,Weight (gr),Ground," None 2,8,6,1",37,6.72,0.66,4.73,8.70,0.49,0.44,0.56,1.9
9,Size (mm),Ground,"Standard MSC 0,0,1,1",36,6.80,0.44,5.47,8.13,0.23,0.72,0.32,2.8
10,Protein (%),Ground,"SNV only 1,4,4,1",39,24.1,1.77,18.8,29.4,0.33,0.97,0.30,5.9
11,Moisture (%,Ground,"Standard MSC 2,10,10,1",38,6.42,0.93,3.64,9.20,0.22,0.94,0.24,4.3
12,Total fat (%),Ground,"SNV only 2,4,4,1",39,0.65,0.09,0.39,0.92,0.02,0.93,0.08,3.7
13,Total fiber (%),Ground,"Standard MSC 2,8,6,1",38,6.49,0.38,5.36,7.62,0.21,0.69,0.39,1.6
14,Ash %),Ground," None 2,4,4,1",41,2.31,0.22,1.67,2.96,0.14,0.58,0.21,1.6
