,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Fatty acids,Region (nm),Scatter correction,Derivative,T,N,Mean,SD,SEC,R2,SECV,Rev,RPD
1,C4:0,4002500,MSC,"1,4,4,1",12,86,3.06,1.49,0.17,0.99,0.36,0.94,4.12
2,C16:0,7002500,DRSO,"2,4,4,1",6,92,27.05,3.79,1.92,0.74,2.27,0.64,1.66
3,C18:0,7002500,DRSO,"2,4,4,1",9,93,9.75,2.17,1.01,0.78,1.38,0.59,1.58
4,C18:1n7t,700-2500,MSC,"2,4,4,1",11,91,4.85,2.38,0.42,0.97,0.98,0.83,2.42
5,C18:1n9c,7002500,SNV + DET,"2,10,10,1",12,89,19.68,2.21,0.81,0.87,1.36,0.62,1.62
6,C18:2n6t,7002500,RSO,"1,4,4,1",9,91,0.40,0.16,0.09,0.71,0.13,0.33,1.23
7,C18:2n6c,4002500,MSC,"2,4,4,1",9,89,3.30,0.79,0.15,0.96,0.31,0.84,2.55
8,C18:2:9c11t,400-2500,DET,"1,4,4,1",11,86,1.99,0.97,0.19,0.96,0.35,0.86,2.73
9,C18:3n3,4002500,SNV+DET,"2,10,10,1",9,91,1.47,0.53,0.17,0.90,0.23,0.81,2.32
10,C20:4n6,4002500,MSC,"1,4,4,1",11,95,0.13,0.04,0.01,0.88,0.02,0.66,1.72
11,C20:5n3,7002500,SNV + DET,"1,10,10,1",11,91,0.07,0.02,0.01,0.62,0.01,0.52,1.44
12,C22:5n3,7002500,SNV + DET,"2,10,10,1",11,91,0.12,0.04,0.01,0.89,0.02,0.76,2.06
13,C22:6n3,4002500,SNV + DET,"1,10,10,1",7,92,0.06,0.02,0.01,0.68,0.01,0.51,1.45
14,SFA,7002500,SNV + DET,"1,4,4,1",11,87,64.10,4.36,0.93,0.95,1.34,0.90,3.24
15,MUFA,7002500,MSC,"1,4,4,1",9,88,27.85,3.15,1.00,0.90,1.35,0.81,2.34
16,PUFA,700-2500,SNV + DET,"2,4,4,1",11,88,7.60,1.71,0.23,0.98,0.53,0.90,3.25
17,SCFA,7002500,SNV + DET,"2,10,10,1",10,86,12.46,2.28,0.74,0.90,2.59,0.77,2.08
18,MCFA, 4002500,MSC,"1,10,10,1",8,92,42.52,4.76,2.13,0.80,2.59,0.70,1.84
19,LCFA,700-2500,SNV + DET,"1,4,4,1",10,90,44.97,4.95,1.79,0.87,2.31,0.78,2.14
20,Total C18:1,700-2500,SNV + DET,"1,4,4,1",11,91,26.59,0.97,0.92,0.92,1.42,0.81,2.30
21,Total CLA,4002500,DET,"1,4,4,1",11,86,1.99,0.97,0.19,0.96,0.35,0.86,2.73
22,n-6,400-2500,MSC,"2,4,4,1",8,90,3.89,0.77,0.18,0.95,0.33,0.82,2.35
23,n-3,4002500,SNV,"1,4,4,1",9,86,1.71,0.52,0.16,0.90,0.24,0.79,2.18
24,n-6/n-3,400-2500,DET,"1,4,4,1",13,82,2.37,0.89,0.10,0.99,0.25,0.92,3.54
25,DFA,7002500,SNV + DET,"1,4,4,1",11,90,45.47,4.81,1.35,0.92,1.97,0.83,2.44
26,AL,7002500,MSC,"2,10,10,1",11,86,2.01,0.45,0.13,0.92,0.19,0.82,2.39
27,TI,4002500,RSO,"1,4,4,1",8,92,2.20,0.54,0.18,0.88,0.24,0.81,2.28
28,PI,7002500,DRSO,"2,4,4,1",11,91,11.49,2.00,0.34,0.97,0.81,0.84,2.48
29,HH,400-2500,DRSO,"1,4,4,1",13,85,0.72,0.12,0.03,0.95,0.06,0.75,2.02
