,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,,,MEN,,000,,,LD'T,114,,,,,,,
1,,,,144,90'0,00.2,,800,,19'0,,,,,,
2,,,MEN,028,,,,11'0,,,,,,,,
3,,,,,,100,,,,,,,,,,
4,,,MHN,,,,,,,,,,,,,801
5,,,MEN,191,,,,,,,,,,,,2880
6,,,TO,,,5,,,,,,,,,,1440
7,Trnm,,MEN,,,,,,,,,,0,,,115
8,,,,,,,,,2,,,,,,,
9,,Bw,MEN,,2,2,,,,,8,7,,6,,098
10,,,,,,,,,,,=,,,,,016
11,,,MEN,1424,,,,,,,,,,2608,,11000
12,,,TO,,,,,,,,,,,2602,,14400
13,,8,MEN,,,,,,,9'691,,,,,,3110
14,,,,,0,,,,,,I0,,,,T1,
15,,,MHN,,,2,210,,,,,,,0,,0611
16,,,,,2,,,,,,,,,,,
17,,,FOOD,,,,,,,,,pSTBJ puE st!O,,,,
