,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Element,Accuracy (%RSD%),Accuracy (%RSD%),,,Repeatability (RSD%),Repeatability (RSD%),,,Intermediate precision (RSD%),Intermediate precision (RSD%),Intermediate precision (RSD%),
1,,NIST,NIST,IAEA V-10,NIES CRM10,NIST,NIST,IAEA,NIES,NIST,NIST,IAEA,NIES
2,,SRM-1549,RM-8435,,,SRM-1549,RM-8435,V-10,CRM10,SRM-1549,RM-8435,V-10,CRM10
3,Cr,92.314.17,93.67  1.63,99.083.83,128.182.14,3.5,3.6,1.3,2.3,7.4,7.0,5.4,4.1
4,Mn,83.33  2.66,94.51  4.05,96.87  5.17,83.86  3.06,2.7,2.8,2.5,1.0,3.6,4.2,6.8,6.5
5,Ni,91.142.94,92.673.79,92.867.14,112.38  6.35,3.2a,2.3,0.8,3.4,4.7a,3.0,2.7,5.2
6,As,113.33  5.09,113.33 5.09,83.90  3.32a,120.23  6.16,3.0,3.3,3.6a,4.1,2.6,4.3,6.9a,8.4
7,Se,93.33  4.06,78.37 4.06,105.45  8.03,119.43  3.76,4.7,4.1,2.8,3.3,5.6,7.6,6.0,6.8
8,Cd,121.332.52,103.337.39,110.174.19,99.146.23,3.3,2.3,3.7,3.3,6.2,8.6,7.1,4.4
9,Sb,114.81  3.23,84.993.45a,89.475.09,102.45  4.44a,2.3,3.2a,2.5,3.6a,5.9,6.1a,3.9,8.0a
10,Hg,92.22  2.09,111.114.22a,84.62  3.33,127.32  2.54,2.8,3.2a,1.1,3.3,9.3,9.5a,5.5,6.5
11,Pb,89.47  5.88,98.48  3.24,79.38  5.76,118.34  4.71a,3.9,3.8,2.9,3.2a,8.4,8.3,3.9,4.2a
12,Cu,93.81 3.83,82.615.26,94.89  4.22,83.27  6.58,3.1,2.9,3.6,3.4,10.2,8.7,4.5,6.1
13,Fe,104.10  3.45,103.52  3.45,103.76  2.41,85.76  3.52,3.6,3.7,1.1,3.5,6.6,7.8,9.2,3.8
14,Zn,97.40  2.36,88.93  4.25,104.75  5.15,92.14  5.98,3.4,3.4,4.5,3.2,7.3,7.6,6.6,6.6
