,0,1,2,3,4,5,6,7,8,9,10
0,Run,Extraction temperature,Extraction time,NDHC[gg-1],,PAVA[gg-1],,CAP[gg1],,DHC[gg-1],
1,,[C]x1X),[min] x2(X2),,,,,,,,
2,,,,Observed,Predicted,Observed,Predicted,Observed,Predicted,Observed,Predicted
3,1,1 (138),1 (52),311,303,236,226,9 574,11 497,4 598,4 857
4,2,1 (138),1 (13),258,307,198,239,9 574,11 497,8 106,7 474
5,3,1 (222),1 (13),291,410,361,342,16 589,15 810,8 106,7 474
6,4,1 (222),1(52),291,338,225,258,10 913,12 446,4 930,5 584
7,5, (120),"0 (32,5)",259,238,192,175,9 597,8 763,6 987,3 259
8,7,0 (180),"0 (32,5)",356,337,277,272,14 501,15 565,5 942,6 937
9,8,0 (180),a(5,394,413,308,332,14 501,15 565,6 228,5 963
10,9,0 (180),"0 (32,5)",426,365,331,283,15 702,13 487,7077,5 963
11,10,0(180),"0 (32,5)",418,413,341,335,16 421,16 264,7201,7 091
