,0,1,2,3,4,5,6,7,8,9
0,Element,Country,,,,,,,,
1,,Honey type,,,,,,,,
2,,Czech Republica,Italyb,Italyc,Portugald,Sloveniae,Spainf,Spains,Turkeyh,Turkeyi
3,,,MF=mixed floral,Multifloral,Multifloral,L=lime,Multifloral,Rosemary,Multifloral,Multifloral
4,,,C=chestnut,,+ monofloral,C=chestnut,+ monofloral,,,
5,,,,,,F=floral,,,,
6,Ca(mgkg-1),64.9,,254,59.88,L43,74.8,121-206.7,,8.04-197
7,,,,,,C 159,,,,
8,,,,,,F 49,,,,
9,Cu (mgkg-1),0.42,MF 890i,647j,,,0.37,<0.531-0.693,0.23-2.41,9.97-29.5
10,,,C<50,,,,,,,
11,Fe(mgkg-1),,MF 1.265,2.49,,,4.85,,1.8-10.2,1.61-2.82
12,,,C1.75,,,,,,,
13,K(mgkg-1),,,1093,1150.1,L 780,1088,483-886.5,,350-7030
14,,,,,,C 3500,,,,
15,,,,,,F2000,,,,
16,Mg(mgkg-1),50.1,,52.3,35.57,,41.0,19.7-37.82,,21.9-65.8
17,Namgkg-1,,,94.9,261.43,,70.0,16.17-36.8,,
18,Zn(mgkg-1),1.69,MF 3.205,1.85,,,1.57,1.441-4.496,1.1-12.7,0.55-6.27
19,,,C 2.64,,,,,,,
20,As(gkg-1),,,6.59,,,,,,
21,Cd(gkg-1),-,MF305,4.25,,,-,,0.9-17.9,0.57-2.03
22,,,C<50,,,,,,,
23,Hggkg-1),,MF 620,,,,,,,
24,Pbgkg-1,,MF 620,76.4,,,,,8.4-106,1.54-36.7
25,,,C<50,,,,,,,
26,Se(gkg-1),,,,,,,,38-113,94.2-159
