,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Vegetables,DI,Co,Cr,Cu,Mn,Mo,Ni,Sr,TI,U,V,Zn
1,Tomato,41.9,2.17,4.47,985,788,58.5,18.8,355,0.23,0.82,1.73,1090
2,Aubergine,9.30,0.32,1.16,133,204,13.2,5.58,58.6,1.42,0.071,0.24,301
3,(6,4.30,0.38,1.06,75.6,69.9,2.97,3.64,41.0,0.53,0.066,0.11,133
4,Potato,49.3,4.93,8.63,915,0.54,72.7,66.2,484,5.72,1.32,7.68,2187
5,Zucchini,14.3,1.20,2.50,225,344,8.51,20.2,478,1.18,0.29,0.98,978
6,Pea,5.2,0.45,1.16,135,276,41.8,18.0,186,1.21,0.049,0.13,684
7,Fennels,0.10,0.26,1.53,87.3,152,3.81,11.3,136,0.41,0.13,0.24,182
8,Cabbage,0.04,0.14,0.28,10.8,71.2,3.03,10.3,123,0.06,0.081,0.05,0.14
9,Lettuce,17.5,8.56,22.9,243,990,15.1,33.8,949,2.86,5.44,40.15,856
10,(4),17.5,,,,,,,,,,,
11,Turnip top,3.80,0.00031,1.33,29.3,235,28.8,4.36,320,0.05,0.23,0.92,186
12,(5),1.1,,1.17,13.1,44.1,2.61,,76.3,,,,47.3
13,Endive,1.1,0.00029,1.17,13.1,44.1,2.61,1.68,76.3,0.13,0.26,2.03,47.3
14,(3),,,,,,,,,,,,
