,0,1,2,3,4,5
0,Sample,Part,Form,Total Se,Percentage of extracted,Percentage of extracted
1,,,,g/g),Se (%),
2,,,,,protease,protease
3,,,,,XIV,XXIII
4,saithe,meat,Freeze-,2.605,76.2(6.0),67.5 (7.9)
5,,,dried,0.045,,
6,Nori red algae,whole,Air-,0.581,96 (33),79 (17)
7,,,dried,0.069,,
8,Chilean mussel,meat,Freeze-,4.29 ,78.6 (4.9),70(12)
9,,,dried,0.48,,
10,pig,kidney,fresh,0.690 ,78.5 (1.9),79.2 (4.2)
11,,,,0.052,,
12,Common octopus,Tentacle,Freeze-,2.95 ,62 (30),58.6 (1.4)
13,,,dried,0.16,,
14,Spear shrimp,meat,Freeze-,3.79 ,82.7(5.4),61.7(1.1)
15,,,dried,0.50,,
16,European bass,meat,Freeze-,1.71,77.2 (4.1),51.2 (2.9)
17,,,dried,0.29,,
18,Selenized yeast,whole,Freeze-,72825,4.66,6.7(0.53
19,,,dried,,(0.10),
20,Selenized,whole,Freeze-,1426 ,14.20,7.08
21,S. thermophilus,,dried,32,(0.33),(0.06)
22,Champignon,cap,Air-,1.89,78.3 (0.2),4812
23,,,dried,0.16,,
