,0,1,2,3
0,,,,Accessed Jan 2015.https://www.iso.0rg/obp/ui/#iso:std:iso:4831:ed-3:v1:en
1,,omparative study on quality of dried anchovy (Stelophorus heterolobus) using open,,"Union of Pure and Applied Chemistry, 7th ed. Blackwell Scientific Publications,"
2,,"in rack and solar tent drying method.Turkish J.Fish.Aquatic Sci.17,1107-1115","Oxford, UK Methods. 2.501-2.505.","Oxford, UK Methods. 2.501-2.505."
3,,"F.Gardner,F.R.1986.Determination of Cu,Fe,Pb and Zn in complex sulfide",,"Kabler, P.W., Clark, H.F., 1960. Coliform group and fecal coliform organisms as indicat"
4,,"aterials by Flame atomic absorption spectrometry.Analyst 111,897-899.",,"of pollution in drinking water.J.Am.Water Works Assoc.52 12),1577-1579."
5,,",1990.Official Methods of Analysis,15thed. pp.6851298 2 ArlingtonVA, USA.",,"Karimi, S.,Wawire,M., Mathooko,F.,2017. Impact of frying practices and frying coi"
6,,1995. Official Methods of Analysis: Official Method for Crude Fibre. Method No.,,ditions on the quality and safety of frying oils used by street vendors and restaura
7,,"20.85. Association of Official Analytical Chemists, Washington DC.","in Nairobi, Kenya. J.Food Compos. Anal.62, 239-244.","in Nairobi, Kenya. J.Food Compos. Anal.62, 239-244."
8,,"ractices of the American Oil Chemists' Society, 5th ed. Champaign, IL, USA.",,"Khan, M.A., Parrish, C.C., Shahidi, F., 2005. Quality indicators of cultured New foun"
9,,2011. American Oil Chemists Society. Official Methods and Recommended,,"land blue mussels (Mytilus edulis) during storage on ice: microbial growth, pH, lij"
10,,"ractices of the American Oil Chemists Society, Champaign, IL, USA.","Agric. Food Chem.53,7067-7073.","Agric. Food Chem.53,7067-7073."
11,,"et,H.H., Khogalie,F.A.E., 2013. Effect of different salt concentration on total",,"Kilinc,B.,Cakli,S.,Tolasa, S.,2008.Quality changes of sardine Sardina pilchardus"
12,,acterial count and heavy metal composition of the fish Hydrocynus spp. J. Anim.,,"patties during refrigerated storage.J.Food Qual.31,366-381"
13,"eed Res.32,87-90.","H.D.,Grosch,W., Schieberle,P.,2009.Food Chemistry, 4thed. Springer-Verlag",,"Kumar, A., Singh, P., Danish, M.,2013. Changes in proximate, biochemical and micr"
14,,"ress, Berlin, Germany, pp. 211-218.",,biological characteristics of dried Labeogonius fillets during storage at room tem-
15,,"ress, Berlin, Germany, pp. 211-218.","perature.Afr.J.Biotechnol.12(20),2997-3005.","perature.Afr.J.Biotechnol.12(20),2997-3005."
16,,"nd microbial quality of chub (Squaliuscephalus Linnaeus, 1758). Food Sci. Technol.",,"fisheries of some african countries.J.Fish.Aquat.Sci.6(4),365-378."
17,3166-70.,"E.G., Dyer W.J.,1959. A rapid method for total lipid extraction and purification",,"Lima dos Santos, C.A.M., 1977. London, UKProceedings of Conference on the Handli"
18,,"an. J.Biochem. Physiol. 37,911-917.",,"Processing and Marketing of Tropical Fish,Tropical Fish Products1977.Proceedi"
19,,"aborty, R., Gupta, R.S.S., Rao, C.C.P., 1991. Preparation of salted pressed",,"of Conference on the Handling, Processing and Marketing of Tropical Fish, Tropi"
20,,"aborty, R., Gupta, R.S.S., Rao, C.C.P., 1991. Preparation of salted pressed",Fish Products.,Fish Products.
21,,"senesindicus and its storage characteristics. Fish. Technol. 28 (2, 137-141.",,"Lin, S.D.,1974. Evaluation of Methods for Detecting Coliforms and Fecal Streptococci"
22,,"OpadhyayA.K.,Bhattacharya,S.K.,Banopadhyay,J.K.,1985.Development of",,"Chlorinated Sewage Effluents.Illinois State Water Survey,Urbana,Report of"
23,,"ost-Harvest Technology of Fish. Society of fisheries Technologists, Kochin, pp. pp",Investigation.pp: 78..,Investigation.pp: 78..
