,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Compound,Walnut,,,Hazelnuta,,,Peanuta,,,Almonda,,
1,,R2,"LOD,g/kg",LOQ g/kg,R2,"LOD,g/kg",LOQ g/kg,R2,"LOD,g/kg",LOQ pg/kg,R2,"LOD,g/kg",LOQ pg/kg
2,AFB1,0.9966,1.50,5.00,,,,,,,,,
3,AFB2,0.9903,1.20,4.00,,,,,,,,,
4,AFG1,0.9907,0.03,0.10,,,,,,,,,
5,AFG2,0.9935,0.55,1.83,,,,,,,,,
6,ZEA,0.9949,0.06,0.21,,,,,,,0.9951,0.06,0.21
7,OTA,0.9929,0.02,0.07,0.9960,0.01,0.04,0.9967,0.10,0.33,0.9935,0.13,0.42
8,T-2,0.9924,2.00,6.66,,,,,,,0.9948,0.05,0.15
9,HT-2,_b,_b,_b,_b,_b,b,0.9931,0.89,2.96,0.9959,0.63,2.10
10,FB1,0.9946,0.24,0.80,_b,_b,-b,0.9689,0.89,2.96,0.9912,0.62,2.05
11,FB2,0.9916,0.05,0.17,,,,,,,,,
