,0,1,2,3,4,5,6,7,8,9,10,11
0,Variety,Trans--carotene content (g/100 g raw root),Trans--carotene content (g/100 g raw root),Trans--carotene content (g/100 g raw root),Trans--carotene content (g/100 g raw root),,,Dry mass content (%),Dry mass content (%),,,
1,,Hazyview,Giyani,Empangeni,Roodeplaat,Mean,%Trans,Hazyview,Giyani,Empangeni,Roodeplaat,Mean
2,,,,,,(variety),configurationa,,,,,(variety)
3,Resisto,"18,372","20,525","11,987","14,939","16,4563490 a",96.9,24.3,28.9,28.5,27.5,27.32.1 bc
4,Khano,"15,565","14,439","12,234","13,906","14,0361293 ab",97.2,19.4,24.2,24.9,21.2,22.42.6 e
5,2001_5_2,"12,372","12,470","11,716","10,640","11,800799 bc",92.6,21.3,25.7,25.5,23,23.92.1 de
6,W_119,"10,236","12,978",8806,9836,"10,4641649 c",96.7,25.1,31.8,30.4,27.8,28.72.9 ab
7,1999_1_7,9922,"11,609",8453,8599,96461362 c,95.8,17.3,21.1,21.5,18.8,25.11.9 cd
8,1999_1_7,9453,"11,869",8384,8524,95581495 c,96.9,24.1,27.9,23.7,24.7,25.11.9 cd
9,Excel,5500,5945,5534,4889,5106687 d,96.5,27.9,28.8,26.1,23.5,26.72.4 bc
10, Serolane,5500,4255,4766,7034,5200622 d,95.8,25.8,34.9,30.6,30.5,30.53.7 a
11,Impilo,2978,6125,4227,7034,50911697 d,94.5,23.1,24.8,22.9,21.9,23.1  1.0 de
12,Monateb,110,212,21,177,13477 e,99.9,27.2,28.8,23.6,28,27.02.3 bc
13,Monateb,16,21,62,25,310 e,100.0,24.8,23.9,27.1,23.8,24.91.5 cde
14,Blesbokb,23,10,9,12,140e,100.0,15.5,22.6,20.1,16.1,18.7  3.4 f
15,Mean (site),7415ab,8372 a,6350 b,7040 b,,,23.0 c,26.9 a,25.4 b,23.9 c,
16,Overall mean,,,,,7294,96.2,,,,,24.8
17,Mean orange-,,,9706,95.8,,,,,25.3,,
18,fleshed varieties,,,,,,,,,,,
19,P-Value (variety),,,,,<0.001,,,,,,<0.001
20,P-Value (site),,,,,0.009,,,,,,<0.001
21,LSD (variety),,,,,1525,,,,,,1.5
22,LSD (site),,,,,1525,,,,,,2.6
23,CV%,,,,,18.7,,,,,,7.2
