,0,1,2,3,4
0,Amino acids,Concentration(mg/g pro),,,
1,,UF,NF,LF,ALF
2,Essential amino acids,,,,
3,Histidine (His,14.45  0.46a,14.830.40a,15.12 0.16a,15.63 0.35a
4,Isoleucine (Ile,27.76  0.14b,26.79  0.02,27.39  0.12b,28.38  0.03a
5,Leucine (Leu),36.40  0.09c,36.23  0.09c,37.23  0.02b,38.79  0.30a
6,Lysine (Lys),39.57  0.17c,35.59  0.07d,41.91  0.12b,43.97  0.12a
7,Methionine(Met),8.93  0.13c,11.00  0.00b,11.53  0.26b,12.84  0.11a
8,Phenylalanine(Phe),25.75  0.30a,26.00  0.02a,25.05  0.38a,26.08  0.25a
9,Threonine (Thr),27.46  0.12a,26.56  0.26ab,25.55  0.56b,25.32  0.40b
10,Tryptophan (Trp),8.60  0.05a,8.23  0.13a,7.52  0.12b,7.08  0.06c
11,Valine(Val),46.79  0.47a,46.18  0.04a,46.44  0.38a,45.79  0.17a
12,Non-essential amino acids,,,,
13,Alanine (Ala),22.12  0.09b,23.37  0.37a,23.99  0.41a,23.85  0.11a
14,Arginine (Arg),49.66  0.43b,48.47  0.23b,52.05  0.22a,51.570.54a
15,Aspartic acid (Asp),148.40  1.40a,151.44  1.95a,152.54  0.91a,150.30  0.89a
16,Cysteine (Cys),2.28  0.04b,2.45  0.02a,2.52  0.05a,2.58  0.01a
17,Glutamate (Glu),189.65  4.99a,189.09  5.05a,191.30  3.73a,188.67  0.83a
18,Glycine(Gly),19.97  0.34a,20.17  0.06a,20.06  0.14a,20.12  0.13a
19,Proline (Pro),19.41  0.01c,19.31  0.26c,20.37  0.10b,21.37  0.35a
20,Serine (Ser),24.74  0.33a,20.71  0.16b,20.94  0.35b,21.72  0.36b
21,Tyrosine (Tyr),27.25  0.39b,28.07  0.01b,29.35  0.16a,29.56  0.26a
22,Total,739.19  2.63bc,734.49  4.05c,750.86  3.31ab,753.62  1.56a
