,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,,,,HUAHNS,,,,,,HUAHNS,,,,
1,,,,Quantity of mycotoxin in ug/kg,,,,,,,,,,
2,Spices,Aflatoxin,B1,Aflatoxin,Aflatoxin,Aflatoxin,Aflatoxin,Aflatoxin,Aflatoxin,Aflatoxin,Aflatoxin,Aflatoxin,Aflatoxin,Other
3,,,B1,,,B2,,,G1,,,G2,,mycotoxins
4,Turmeric,21- 165,21- 165,20- 125,12-150,12-150,12-150,20- 125,20- 125,20- 125,14- 125,14- 125,14- 125,"48,52 Cit."
5,,,,,,,,,,,,,,375 Rub.
6,Coriander,25-230,25-230,13-,20-,20-,72,13-,13-,40,14-,14-,35,+Ochr.
7,,,,,,,,,,,,,,"+ Zear.,"
8,,,,,,,,,,,,,,34 Cit.
9,Fennel,30-275,30-275,15,28-173,28-173,28-173,15,76,76,9-,9-,69,+Ochr.
10,,,,,,,,,,,,,,2859 Cit.
11,,,,,,,,,,,,,,142 St.
12,Cinnamon,,,,,,,,,,,,,
13,Black pepper,17- 190,17- 190,15-,12-150,12-150,12-150,15-,75,75,12-,12-,76,+ Zear.
14,,,,,,,,,,,,,,"50 Cit.,"
15,,,,,,,,,,,,,,"105,125 St."
16,Cardamom,20,,,15,,,12,,,,,,25 Cit.
17,Greater cardamom,18-129,18-129,17-,14- 108,14- 108,14- 108,17-,17-,78,5-,5-,76,+ochr.
18,Indian cassia,13,,,11,,,8,,,4,,,
19,Ammi,60,,,34,,,32,,,,,,
20,Cumin,"24,104","24,104","12,78","12,78","12,78",,"8,",45,,30,,,22 Cit.
21,Chili,15-146,15-146,8-,11-,11-,88,8-,8-,58,6-,6-,40,+ Zear.
22,Yellow mustard,,,,,,,,,,,,,
23,Indian mustard,,,,,,,,,,,,,
24,Garlic,12,,,15,,,10,,,,,,
25,clove,,,,,,,,,,,,,
