,0,1,2,3,4,5,6,7,8
0,Variety,Total oil content,Palmitic acid,Stearic acid,Oleic acid,Linoleic acid,Total saturated,Total unsaturated,Unsaturated/
1,,,16:0,18:0,18:1 n9,18:2 n6,fatty acids,fatty acids,Saturated
2,,,,,,,,,fatty acids ratio
3,Kargalak,60.5  2.49a.b,5.790.02f.g*,3.080.03g*,"82.3 0.02c,d*",7.810.04b*,8.87  0.05f.g,90.1 0.06a.b*,"10.20.1a,b*"
4,Palaz,"65.2  1.75c.d,e",6.12  0.04h*,3.05  0.038,82.4  0.06c.d*,7.32 0.01a.b,9.17 0.06g*,89.7 0.06a*,9.8 0.1a*
5,incekara,62.7  3.41.c,"5.06 0.02a,b*",2.15  0.05ca,79.4 0.03b*,12.07 0.08d*,7.21 0.06b*,91.5 0.12f.g*,12.70.1e*
6,Sivri,"66.0  0.22c,d,e",5.43  0.01c.d.e*,2.63  0.07e.f,"82.7 0.1gc,d*",8.01 0.09b*,8.07 0.08c.d*,"90.7 0.27c,d,e*",11.20.1c.d*
7,Yassi Badem,"67.1  0.11d,e",4.810.02a,1.760.01b*,83.4  0.05d*,8.90 0.03b.c*,6.57  0.02a,92.30.0gh,14.0 0.08*
8,Fosa,63.5  0.35b.c.d,5.39 0.01c.d*,2.44  0.09d.e*,79.00.12b*,11.98 0.00d*,7.83  0.09c*,91.0 0.12d.e*,11.60.1
9,Kalinkara,"66.2  2.58c.d,e",5.20 0.01b.c*,1.65 0.02b*,75.9 0.04a*,15.970.06e,6.85  0.03a.b*,91.90.10g.h*,13.40.1f.g*
10,Yuvarlak Badem,58.1  0.35a *,"5.70 0.22d,e,f",2.34 0.19c.d,78.82.38b,11.872.09,8.04  0.41c.d*,90.6  4.47c.d,11.3 0.1c.d*
11,Kus,63.9 0.97b.c.d *,5.73  0.27e.f.g,2.32  0.15c.d,78.72.25b,11.951.96d,8.04  0.42c.d,90.6  4.20c.d,11.3  0.2b
12,Cakildak,67.5  0.21d.e,6.02  0.06g.h,2.59  0.10e.f,"82.5 0.15c,d*",7.64 0.03a.b*,8.61 0.17e.f,90.10.18b*,10.5 0.2b.c*
13,Kan,"66.6  1.14c.d,e",5.71 0.00e.f,2.67  0.06f*,83.3  0.00d*,7.23  0.06a.b*,"8.38  0.06d,e*",90.5  0.06b.c*,10.8 0.1e.f
14,Uzun Musa,61.2 2.13a.b *,5.69  0.36d.e.r,1.43 0.19a,76.31.59a,14.87  2.12e*,7.120.55b*,91.1 3.70e.f,12.8 1.1d*
15,Aci,68.9  1.90e *,"5.29 0.02b,c*","2.61 0.02e,f",85.7 0.14e*,5.49  0.08a*,7.90  0.04c*,91.2 0.22e.f,11.5 0.1c.d*
16,Tombul,66.8  1.50d.e,"5.43 0.00c.d,e*",2.56  0.02e.f,80.5  0.04b.c*,10.42 0.02c.d*,8.00  0.03c.d*,"90.9  0.07c.d,e*",11.4 0.0a.b*
