,0,1,2,3,4
0,Element,1st HD,2nd HD,3rd HD,4th HD
1,Al,Detected*,Detected*,5.1  0.5,Detected*
2,As,0.158  0.004a,0.101  0.008c,0.121  0.007b,0.099  0.008c
3,Ba,0.35  0.07a,0.22  0.01b,0.28  0.03ab,Detected*
4,Ca,190  20b,340  30a,320  30a,210  20b
5,cd,0.086  0.005a,0.082  0.009a,0.081  0.004a,0.0827  0.0004a
6,Cu,4.1  0.5b,2.77  0.08c,3.37  0.06bc,5.5  0.5a
7,Fe,3.2  0.4b,1.7  0.2c,5.2  0.6a,2.5  0.3bc
8,K,7540  20c,6900  100d,9150  30b,10500  200a
9,Mg,1.8  0.3b,18010b,280  20a,1.3  0.1c
10,Mn,1.8  0.3b,1.49  0.07bc,2.40  0.05a,1.3  0.1c
11,Na,3.58  0.04c,3.1  0.2d,5.3  0.2a,4.73  0.05b
12,Ni,0.66  0.02a,0.53  0.07a,0.64  0.08a,0.15  0.02b
13,P,600  70ab,170  20c,51060b,670  20a
14,Si,Detected*,Detected*,20  3,Detected*
15,Ti,0.061  0.009b,0.16  0.02a,0.18  0.03a,0.0648  0.0001b
16,Zn,4.9  0.8b,2.9  0.4c,3.9  0.5bc,6.8  0.7a
