,0,1,2,3,4
0,Papaya cultivars,Source,AA (mg/100 g),Pro-vitamin Ag RAE/100g,References
1,Kapoho,Hawaii,45.4,29.9,Wall (2006)
2,Laei Gold,Hawaii,51.3,48.2,Wall (2006
3,Rainbow,Hawaii,51.8,50.3,Wall(2006)
4,Rainbow,Hawaii,57.4-84.9,N.A,Tripathi et al.2011
5,RainboW(Hybrid line),Hawaii,43.675.9,N.A,Tripathi et al.2011
6,Sunrise and Kphybrid,Hawaii,68.3-84.9,87.6-262,Tripathi et al.2011
7,Sunrise,Hawaii,55.6,45.6,Wall (2006)
8,Sun Up,Hawaii,45.3,20.4,Wall (2006)
9,Pococi Costa Rican,Costa Rica,N.A.,132-166,Schweiggert et al.2011
10,Red lady,Florida,153.8,N.A.,Mahattanatawee et al.(2006)
11,Maradol,Mexico,25.158.6,30.84-85.8,Gayosso-Garcia Sancho et al.2011
12,Local 1Yellow fleshed,Sri Lanka,N.A.,75.84,Chandrika et al.2003
13,Local 2Red fleshed,Sri Lanka,N.A.,152.92,Chandrika et al. (2003
14,Local 1,Bangladesh,8.09-31.0,20.8-33.8,Bari et al.2006)
15,Local 2,Bangladesh,7.3-29.4,16.7-32.5,Bari et al.2006
16,Honey dew,India,N.A.,58.3 b,Veda et al.2007
17,Surya,India,N.A.,60.8 b,Veda et al.2007
18,Solo,Malaysia,48.5,42.4,Isabelle et al.2010
19,Solo,Malaysia,67.8,N.A.,Leong and Shui (2002)
20,Foot Long,Malaysia,45.2,N.A.,Leong and Shui (2002)
21,Solo,Brazil,101.4-112.4,27.5-40b,Marelli de Souza et al.2008
22,Formosa,Brazil,59.9-77.8,15.8-46.7b,Marelli de Souza et al.(2008)
23,N.A.,Brazil,N.A.,"168b,",Silva et al.(2014)
24,BaiXinho do Santa Amalia,Spain,98-154,N.A.,Hernandez et al.2006
25,Local,Italy,88.2,N.A.,Vinci et al.1995
26,Oblong Red,Nigeria,41.1,310.3b,Nwofia et al.2012
27,Pear Orange,Nigeria,39.3,305.6b,Nwofia et al.2012
28,Round orange,Nigeria,39.9,309.3b,Nwofia et al.2012
29,Oblong yellow,Nigeria,36.4,258.7b,Nwofia et al.2012
30,Round yellow,Nigeria,43.4,293.7b,Nwofia et al.2012)
31,N.A.,N.A.,60.9,47.0,USDA(2014)
