,0,1,2,3,4,5,6,7,8
0,Sterols,Accessions of cowpea,Accessions of cowpea,,,,,,
1,,87209007,,95210073,,A4E008,,A4E007,
2,,%wt of total,mg/100 g seeds,%wt of total,mg/100 g seeds,%wt of total,mg/100 g seeds,%wt of total,mg/100 g seeds
3,Cholesterol,0.7  0.2,0.21,0.5  0.05,0.25,0.70.1,0.42,2.4  0.5,0.50
4,Brassicasterol,0.9  0.05,0.27,1.2  0.1,0.60,1.3  0.2,0.78,_b,-
5,Campesterol,8.6  0.2,12.84,13.7  0.3,6.85,15.1  0.8,9.10,10.5  0.5,2.10
6,Stigmasterol,42.8  1.1,12.84,43.3  1.3,21.65,42.3  1.2,25.40,42.1  1.1,8.40
7,-Campesterol,2.4  0.2,0.70,3.7  0.7,1.85,3.3  0.3,2.00,-,-
8,-Sitosterol,39.5  0.5,11.85,27.8  0.7,13.90,27.6  0.9,16.60,32.7  0.4,6.50
9,5-Avenasterol,1.9  0.2,0.57,6.8  0.5,3.40,6.7  0.04,4.00,10.1  0.2,2.00
10,7-Stigmasterol,1.2 0.2,0.36,1.8  0.5,0.90,1.3 0.3,0.80,1.50.1,0.30
11,7-Avenasterol,2.0  0.1,0.60,1.2 0.1,0.60,1.7  0.2,1.00,0.7  0.05,0.10
