,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Compounds (g/mL),R(E),,AV(E),,,RO(E),,,Pr(E),,A(E),
1,,1997,1998,1997,1998,1998,1997,,1998,1997,1998,1997,1998
2,(A) White wines from the five varieties in the same sub-region,,,,,,,,,,,,
3,C6 compounds,,,,,,,,,,,,
4,Hexanol,96.2,81.0,55.8,52.6,86.8,86.8,,73.7,41.1,26.6,79.2,73.7
5,cis-3-Hexenol,14.3,7.8,14.0,10.5,11.8,11.8,,13.3,15.3,7.4,5.2,4.6
6,Trans-2-Hexenol,6.0,3.5,6.2,5.0,4.1,4.1,,3.2,5.2,1.9,4.2,2.3
7,Total,116.5,92.3,76.0,68.1,,102.7,,90.2,61.6,35.9,88.6,80.6
8,Terpenes,,,,,,,,,,,,
9,trans-Furan linalool oxide,12.8,11.1,7.8,5.0,13.4,13.4,,13.0,16.5,12.2,10.5,9.8
10,Linalool,9.0,10.9,14.5,5.6,15.7,15.7,,17.8,44.9,26.9,14.6,8.5
11,Linalool,21.0,13.4,3.0,5.6,9.3,9.3,6.7,6.7,3.7,5.1,5.2,2.6
12,-Terpineol,6.0,1.4,2.2,4.3,2.1,2.1,1.6,1.6,nd,nd,3.1,1.0
13,trans-Pyran linalool oxide,15.0,9.5,9.7,6.5,12.9,12.9,,10.5,7.5,2.9,6.8,3.6
14,cis-Pyran linalool oxide,20.3,19.0,15.6,16.1,13.9,13.9,,18.7,42.6,27.6,7.8,8.5
15,Nerol,7.3,,8.4,13.6,4.5,4.5,6.0,6.0,1.9,3.2,3.3,2.6
16,Geraniol,18.0,10.6,30.0,34.0,16.5,16.5,,32.4,10.3,25.0,12.3,11.1
17,"trans-3,7-Dimethyl-3,7-dihydroxy-1,5octadiene",3.0,4.9,1.0,2.5,3.6,3.6,,6.4,11.2,9.0,9.9,6.5
18,"3,7-Dimethyl-3,7-dihydroxy-1-octene",5.3,4.6,1.6,3.7,1.5,1.5,6.0,6.0,15.0,10.3,13.1,14.4
19,"3,7-Dimethyl-1,7-octadiol",5.4,3.2,3.0,1.8,5.9,5.9,,8.4,11.4,3.2,25.3,32.8
20,"2,6-Dimethyl-7-octaene-1,6-diol",18.3,7.1,6.0,6.7,,10.7,,10.6,8.0,5.4,22.8,22.7
