,0,1,2,3,4,5,6,7
0,Seed quality traits,Range,aMean,bCV (%),Range,Mean,CV (%),countries
1,Protein,35.9-48.8,40.2b,5.1,36.8-50.1,42.4a,6.6,41.7
2,Oil,14.6-22.2,20.5a,5.6,15.922.8,19.5b,6.7,19.8
3,Palmitic acid,9.317.2,11.7b,7.2,10.4-15.5,12.4a,6,12.2
4,Stearic acid,3.0-5,3.9b,10.6,2.96.2,4.1a,11.6,4.1
5,Oleic acid,14.126.6,20.6b,10.7,14.733.4,23.2a,13.7,22.3
6,Linoleic acid,50.363.9,56.4a,3.7,44.3-59.4,52.8b,5.1,54
7,Linolenic acid,3.5-11,7.4a,12.4,5.010.9,7.3a,12.9,7.4
8,Fructose,1.810.3,4.2a,37.8,1.716.9,4.0a,26.8,4.1
9,Glucose,4.1-11,5.8a,25.2,3.717.3,5.9a,26.8,6
10,Sucrose,39.3-76.8,6.6b,13.2,26.980.9,56.8b,14,57.4
11,Raffinose,5.67.7,6.6b,10.6,4.79.5,6.8a,9.7,6.7
12,Stachyose,26-40.6,109.0a,7.3,25.742.7,107.4a,10.2,33.9
13,Total soluble sugar,89.7-128.7,109.0a,7.3,80129.6,107.4a,7.8,107.9
14,Daidzin,61.0-394.9,157.3a,36,21.9421,111.ob,43.1,126.9
15,Glycitin,27.7-201.0,70.7a,25.9,15.4-120.5,60.ob,33.3,63.6
16,Genistin,114.2-414.2,252.7a,25.9,41.5-392.6,189.6b,33.7,211.4
17,Malonyldaidzin,381.6-2343.4,938.9a,33.5,1792146.5,614.ob,40.1,726.3
18,Malonylglycitin,73.7-454,156.4a,47.2,46.8-288.3,22.5b,35.4,140.3
19,Acetyldaidzin,13.4155.7,52.3a,47.2,11.2-74.9,22.5b,37.1,32.9
20,Malonylgenistin,7012399.2,1537.7a,23.1,364.72296.5,1076.7b,30.6,1235.9
21,Daidzein,4.426.3,10.0a,34,4.224.7,9.8a,36.4,9.8
22,Genistein,5.425.14,12.0a,27.3,4.231.5,12.1a,32.3,12.1
23,Total Isoflavone,1452-5688.1,3161.8a,24.5,677.25253.9,2211.9b,30.4,2539.9
