,0,1,2,3,4,5,6,7,8,9
0,Rice variety,Rice,PC,Total Fat %,Fatty acid contents (mg/g of rice),Fatty acid contents (mg/g of rice),,,,PUFA/SFA
1,,type,,,Total,SFA,MUFA,PUFA,Unsaturated fatty acids (MUFA+,
2,,,,,FA*,,,,PUFA),
3,Bw 272-6b,NIRV,Red,3.22,32.29 n,7.36  0.078,14.55,10.31,24.87  0.07h,1.40
4,,,, 0.02 h,,,0.01k, 0.07e,,0.00abc
5,Rathel,TRV,White,2.94  0.06 8,29.40 m,7.09  0.138,12.18,10.13,22.31  0.138,1.43
6,,,,,,, 0.03j, 0.10e,,0.04abc
7,Suwadel,TRV,White,2.77  0.04f,27.701,6.18  0.14f,12.12,9.40  0.09d,21.52  0.15f,1.52
8,,,,,,, 0.07i,,,0.05bc
9,Madathawalu,TRV,Red,2.72  0.02ef,27.20k,6.01  0.26ef,11.77,9.41  0.23d,21.19  0.26f,1.57  0.11c
10,,,,,,, 0.03h,,,
11,Bg 300,NIRV,White,2.67,26.70j,6.16  0.04f,11.92,8.62  0.04c,20.54  0.05e,1.40
12,,,, 0.09def,,, 0.02,,,0.02abc
13,Bg 360,NIRV,White,2.58,25.80i,5.85  0.26def,10.63,9.31  0.24d,19.95  0.26cde,1.59  0.11c
14,,,, 0.05cde,,, 0.02d,,,
15,At 308,NIRV,White,2.55,25.52 h,5.34,11.56,8.61  0.36c,20.17  0.40de,1.61  0.19c
16,,,, 0.03 cd,, 0.39abed, 0.04 ,,,
17,Pachchaperumal,TRV,Red,2.52,25.20 ,5.67,11.14,8.37  0.04c,19.53  0.03c,1.48
18,,,, 0.00 cd,,0.04bedef, 0.01e,,,0.02abc
19,At 311,NIRV,Red,2.51,25.10 f,5.45,11.27,8.37  0.00c,19.64  0.01cd,1.53
20,,,, 0.10cd,,0.01abede, 0.01ef,,,0.00bc
21,Bg 352,NIRV,White,2.43,24.30e,5.76  0.02cdef,11.30,7.22,18.53  0.02b,1.25
22,,,, 0.04bc,,, 0.02f,0.01ab,,0.01ab
23,At 307,NIRV,White,2.35,23.50d,5.18  0.05abc,9.88  0.01c,8.43  0.04c,18.32  0.05b,1.63  0.02c
24,,,, 0.02ab,,,,,,
25,Herath Banda,TRV,Red,2.31,23.10c,6.07  0.08 f,9.62  0.02b,7.40  0.06b,17.03  0.08a,1.22  0.03a
26,,,, 0.04ab,,,,,,
27,Kalu Heenati,TRV,Red,2.31,23.10c,5.08  0.26ab,11.14,6.87  0.19a,18.02  0.26b,1.35
28,,,,0.03ab,,, 0.07e,,,0.11abc
29,At 362,NIRV,Red,2.25  0.06a,22.35b,5.39,9.49,7.47  0.04b,16.96  0.07a,1.38
30,,,,,,0.03abed,0.10ab,,,0.00abc
31,Kurulu Thuda,TRV,Red,2.20  0.07a,22.00a,4.85  0.45a,9.44  0.06a,7.70  0.39b,17.15  0.45a,1.59  0.24c
