,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,Wood,Days,TPI,Compounds,,,,,,,,,,,
1,,,,1,5,6,10,11,13,14,17,,19,20,20
2,Acacia,0,1133212,38.900.09,,4.300.00,,-,,,,,,-,-
3,,45,1368687,36.810.13,5.460.05,,,-,-,,-,,,-,-
4,,180,101120,36.02  0.20,5.360.00,,,-,,-,,,-,-,-
5,,365,135120,35.240.12,,,,-,,-,,,-,,
6,Cherry,0,559.0147.14,34.74.7,-,5.220.10,4.000.06,,-,,-,,1.590.03,,-
7,,45,365.710.00,33.300.03,,,5.080.06,3.320.01,,,,,2.660.01,,
8,,180,411.18  20.20,31.810.03,-,-,4.80  0.08,3.63  0.03,,-,-,,3.45  0.00,,
9,,365,379.73  20.20,35.33  0.09,,,3.18  0.05,1.850.05,,,1,,2.130.01,,
10,Oak,0,576.4 23.6,38.030.14,,5.31  0.07,4.530.11,,-,-,2.380.00,,,,
11,,45,636.98  20.20,42.43 0.10,-,,1.310.00,3.590.01,-,,,,-,5.10.3,
12,,180,466.6  60.6,45.390.06,-,-,4.140.00,4.100.03,,-,,,-,5.560.04,
13,,365,722.7220.20,54.79 0.04,,,3.460.10,2.360.03,0.530.05,,-,,-,3.270.12,
14,Chestnut,0,136047,211.10.5,,5.560.02,5.200.12,,,26.86  0.23,2.410.01,,,,
15,,45,125140,292.0  0.4,5.060.19,,5.76  0.03,,-,30.47  0.04,,,,10.040.11,
16,,180,143961,384.4 .03,4.74  0.00,,6.02  0.03,4.190.04,,38.90.3,,,,2.78  0.08,
17,,365,175120,445.3  0.9,,-,4.570.01,,1.400.11,28.660.01,-,,,1.880.00,
