,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,Trait,Yield,Bark,Bark,Bark,Bark, Bark cinnamyl,Bark cinnamyl,Leaf,Leaf,Leaf,Leaf,Leaf cinnamyl,Leaf cinnamyl
1,,,cinnamaldehyde,coumarin,coumaric,eugenol,alcohol,acetate,cinnamaldehyde,coumarin,coumaric,eugenol,alcohol,acetate
2,,,,,acid,,,,,,acid,,,
3,Yield,,0.144*,0.036,0.042,0.095*,0.002,0.014,0.021,0.046,0.073,0.062,0.032,0.078
4,Harvestable,0.061,0.021,0.016,0.050,0.010,0.045,0.078,0.049,0.024,0.031,0.007,0.002,0.051
5,stems,,,,,,,,,,,,,
6,Tree height,0.431*,0.035,0.075,0.029,0.116*,0.216*,0.133*,0.095*,0.148*,0.132*,0.095*,0.052,0.127*
7,Trunk,0.495*,0.063,-0.067,0.040,0.010,0.075,0.061,0.006,-0.030,0.079,0.055,0.020,0.051
8,circumference,,,,,,,,,,,,,
9,Stem erectness,0.101*,0.038,0.027,0.009,-0.184,0.082,0.040,0.128*,0.091*,0.065,0.131*,0.001,0.033
10,Canopy spread,0.112*,0.032,0.022,0.034,-0.088*,0.043,0.107*,0.107*,0.068,0.036,0.125*,0.047,0.054
11,Leaf length,0.032,-0.021,-0.038,0.073,0.026,0.008,0.046,0.042,0.051,0.029,-0.018,-0.002,0.037
12,Leaf width,0.080,0.001,0.022,0.031,0.014,0.094*,0.139*,0.052,0.082,0.050,0.039,0.037,0.101*
13,Leaf,0.010,0.032,0.072,0.037,0.067,-0.010,0.039,0.018,0.013,0.037,0.044,0.019,0.026
14,arrangement,,,,,,,,,,,,,
15,Leaf apex,0.003,-0.041,0.020,-0.063,0.014,-0.003,0.003,0.001,0.072,0.009,0.026,0.072,0.021
16,Leaf shape,0.133*,0.079,0.089*,0.017,-0.061,0.149*,0.085,0.005,-0.034,-0.038,0.085,0.055,-0.007
17,Leaf base,-0.043,0.016,0.002,0.017,0.054,0.034,0.049,0.066,0.037,0.006,0.013,0.014,-0.036
18,Leaf Petiole,-0.251,-0.032,0.094*,0.027,0.089,0.246*,0.125*,0.122*,0.130*,0.091*,-0.129*,0.027,0.122
19,length,*,,,,,,,,,,,,
