,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,"Compound and CAS-No.,listed in",RIa,M1[%]b,M2[%]b,,M3[%]b,M4[%]b,M5[%]b,M6[%]b,,M7[%]b,M8[%]b,M9[%]b,M10[%]b,BF[%]b,CD[%]b,UA1[%]b,UA2[%]b,UA3[%]b,UA4[%]b
1,order of increasing retention index,,,,,,,,,,,,,,,,,,,
2, on non-polar column,,,,,,,,,,,,,,,,,,,
3,Acetic acid [64-19-7],581,10.2,8.4,,7.6,7.5,4.7,3.8,,8.4,7.2,9.4,8.3,10.9,14.3,9.7,3.9,7.6,8.3
4,Pentanal [110-62-3],699,1,3.4,,1,1.2,1.7,1.7,,1.2,1.6,3.2,7.2,0.9,-,,2.1,3.4,2.3
5,Heptane [142-82-5],700,,-,,-,11,111,,,-,1.6,,1,,-,4.8,,-,11
6,3-Methylbutanolc [123-51-3],737,-,-,,-,11,111,,,-,,,1,1,0.4,,-,,11
7,trans-2-Pentenald [1576-87-0],754,-,tr,,-,-,111,0.2,,-,0.3,,1,-,,-,-,0.4,1111
8,4-Methylheptane [589-53-7],768,0.2,111,,0.2,0.3,-,0.3,,-,0.3,0.5,tr,-,-,11,,-,1111
9,Butyric acid [107-92-6],779,-,111,,,,11,,,-,,0.5,-,,-,11,,-,1111
10,Butanediol [513-85-9],782,-,111,,,,11,-,,,,,,3.6,2.6,,,,1111
11,Hexanali [66-25-1],799,,8.7,,4.9,6.5,4.4,4.2,,4.0,5.4,2,10.3,2.2,3.4,1.9,1.7,11.1,6.2
12,Octane [11-65-9],800,0.4,0.2,,0.4,1,3.2,4.0,,0.4,0.4,tr,10.3,-,0.3,0.2,0.3,1.9,4.1
13,2-Octene [111-67-1],843,0.3,11,,0.2,,11,,,11,11,-,-,1,tr,0.2,,1,11
14,Furfural[98-01-1],843,,11,,0.2,,0.9,,,11,11,0.3,,1,0.5,0.2,,tr,0.3
15,trans-2-Hexenal[505-57-7],852,,-,,,,0.9,-,,,-,,0.3,tr,,,tr,0.4,0.3
16,2-Furanmethanol [98-00-0],860,0.2,,,,,,-,,0.6,,,,,-,,-,,
17,4-Methyloctane [2216-34-4],863,2.2,1.2,,2.3,3.9,,1.3,,1.8,2.5,0.9,0.7,0.6,-,1.4,2.3,0.7,0.6
18,Isoamylacetated [123-92-2],872,tr,tr,,0.2,0.7,11,0.25,,0.1,0.4,,0.2,,111,,,11,
19,Isoamylacetated [123-92-2],876,,,,,,11,,,,,1.4,0.2,,111,0.5,,11,
20,2-Heptanone [110-43-0],885,0.3,0.9,,0.4,0.8,0.5,1.2,,2.9,1.7,1.4,1.7,1.3,2.8,0.5,2.2,0.8,0.3
21,2-Heptanone [110-43-0],888,0.4,0.9,,1.7,0.4,0.5,tr,,0.2,0.4,0.2,0.3,0.2,2.8,0.7,0.3,0.8,0.3
22,Styrene [100-42-5],893,2.2,-,,1.7,0.9,111,0.5,,tr,0.4,0.2,0.3,0.4,1.2,-,0.7,0.5,-
23,Nonane[111-84-2],900,-,11,,,11,111,1,,11,11,,,0.2,2.4,tr,11,,0.8
24,2-Heptanol [543-49-7],900,-,11,,0.3,11,111,1,,11,0.7,,,-,2.4,tr,11,,0.3
25,-Butyrolactone[96-48-0],900,0.6,1.1,,0.3,0.6,0.4,0.3,,0.4,0.7,0.2,0.6,,1.4,1.3,0.5,0.7,1.6
