,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,,Li,Al,V,,Mn,Co,Ni,Cu,Cu,Zn,Zn,Ga,Ge,As
1,Slope,0.981,0.995,1.018,1.018,1.013,0.993,0.962,,0.964,,0.980,0.962,0.972,1.004
2,Standard deviation (s) of the slope,0.032,0.038,0.028,0.028,0.032,0.017,0.027,,0.025,,0.033,0.016,0.011,0.016
3,Intercept,-0.170,-0.739,-0.200,-0.200,-0.860,-0.188,0.016,,-0.105,-1.849,-1.849,-0.112,0.023,0.392
4,s of the intercept,0.327,1.842,0.279,0.279,0.768,0.168,0.282,,0.571,,1.546,0.166,0.123,0.380
5,Tcritical value,3.169,3.250,3.106,3.106,3.250,3.106,3.169,,3.106,,3.250,3.106,3.250,3.169
6,Tobserved  hypotheses test of slope  1,0.608,0.139,0.635,0.635,0.414,0.391,1.370,,1.431,,0.620,2.293,2.457,0.237
7,Tobserved  hypotheses test of intercept 0,0.521,0.401,0.717,0.717,1.120,1.118,0.055,,0.184,,1.195,0.671,0.188,1.032
8,,Sr,Mo,,Ag,Cd,Sn,,Sb,,Te,,Ba,Hg,Pb
9,Slope,0.984,0.954,,0.987,0.956,0.960,,0.920,,0.925,,0.915,0.970,0.962
10,Standard deviation (sof the slope,0.033,0.023,,0.072,0.024,0.013,,0.029,,0.038,,0.038,0.015,0.025
11,Intercept,0.007,0.295,,0.195,0.180,0.197,,0.465,,0.296,,0.542,0.153,0.157
12,s of the intercept,0.351,0.229,,0.772,0.206,0.135,,0.289,,0.405,,0.387,0.150,0.258
13,Teritical value,3.250,3.106,,3.250,3.250,3.106,,3.106,,3.250,,3.106,3.106,3.169
14,Tobserved - hypotheses test of slope1,0.495,2.048,,0.184,1.843,3.008,,2.810,,1.992,,2.217,2.000,1.510
15,Tobserved - hypotheses test of intercept 0,0.021,1.291,,0.253,0.876,1.456,,1.609,,0.730,0.730,1.399,1.021,0.609
