,0,1,2,3,4,5,6
0,Seaweed,Al (mg),As(g),B(mg),Ni(g),Cd(g),Pb(g)
1,Aonori,1856,667 23,12  0.0,118023,ndb,1472
2,Dulse leaf,204,148419,170.2,489 35,nd,nd
3,Dulse powder,249 12,119719,161,795 18,1243,27090
4,Gorilla ogo,4.1 0.4,91024,401,12016,nd,nd
5,Green ogo,1.7 0.0,1442 25,251,162 2,nd,nd
6,Hijiki,7.2  0.6,6661  16,141,1718,nd,nd
7,Limu wawae'iole,6.3  0.3,896  28,7.0  0.4,1047,nd,nd
8,Nori sheet,211,2236  28,2.4  0.0,1152,1861,nd
9,Red ogo,25 4,514 29,27 1,124290,1065,nd
10,Rockweed,361,2732  83,111,1678,nd,nd
11,Sea lettuce flake,63  2,3749,5.0  0.4,351  12,nd,nd
12,Sea lettuce leaf,65  2,48012,6.0  0.1,325 20,nd,nd
13,Wakame,24.4  0.1,3034 6,3.0  0.0,3402,1241,nd
