,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,Peak No.,Compound,Bonkreta,Bonkreta,Carola,Dicolor,,Faworytka,,Hortensia,Konferencja,Lukasowka,Nojabrska,Radana,,Uta,mean
1,,,Williamsa,Williamsa,,,,,,,,,,,,,
2,Phenolic acids and derivatives,Phenolic acids and derivatives,,,,,,,,,,,,,,,
3,1.,Quinic acid,,,,,,0.5  0.0c,,1.00.0b,,4.4  0.0a,,,,,0.6
4,3.,Caffeoylhexose,,,,,,,,,,5.83  0.0a,,,,,0.6
5,4.,Caffeoyl N-tryptophan,,,0.5 0.0c,,,0.3  0.0d,,0.80.0b,1.40.0a,,-,0.30.0d,,0.70.0b,0.4
6,7.,1-Caffeoylquinic acid,1.4  0.0d,1.4  0.0d,2.20.0c,2.30.0c,,,,19.90.0a,,2.7  0.0c,-,1.00.0e,,8.1 0.0b,3.7
7,8.,3-Caffeoylquinic acid,,,,0.50.0a,,,,,,,-,,,,0.1
8,12.,cis-3-Caffeoylquinic acid,,,,7.6 0.0a,,,,2.2  0.0e,,-,9.1 0.0b,-,-,,0.8
9,15.,Caffeoylhexose,,,,7.60.0c,,35.2  0.7i,,2.2  0.0e,4.5  0.0d,,9.1 0.0b,,,17.3  0.0a,4.1
10,16.,5-Caffeoylquinic acid,64.3  0.4e,,77.4  0.6d,72.8  0.9d,,35.2  0.7i,,58.6  0.8e,46.9  0.7f,116.91.0b,97.3 0.6c,184.6  1.2a,,49.0  0.9f,80.3
11,21.,Caffeoylhexose,,,,,,19.8  0.2e,,,11.9 0.0b,,41.6  0.2b,,,17.2  0.0a,2.9
12,31.,cis-4-Caffeoylquinic acid,26.50.1 cd,,39.60.1b,30.20.1c,,19.8  0.2e,,27.60.1c,18.3  0.0e,24.8  0.0d,41.6  0.2b,63.6  0.4a,,14.1  0.0f,30.6
13,48.,Caffeoylhexose,,,,,,,,,0.40.0b,,,,,0.9  0.0a,0.1
14,58.,di-0-Caffeoylquinic acid,,,,-,,,,,,108.50.1b,22.00.0c,230.8  0.9a,,,36.1
15,64.,Caffeoyl-p-coumaroylquinic acid,,,,,,,,,,,,9.2  0.0a,,,0.9
16,65.,Unknown caffeoylhexose,4.00.0c,4.00.0c,9.70.0b,-,,0.1 0.0f,,2.70.0d,,,22.0 0.1a,1.5  0.0e,,,4.0
17,,derivative,,,,,,,,,,,,,,,
18,,Sum,96.2  18.6f,,129.3  23.0d,121.0  20.84,,55.3 10.8h,,111.8 17.4e,83.5  13.4g,258.8  41.8b,192.0  28.0c,491.0  78.0a,,107.2  14.1e,164.6
19,5.,Syryngic acid galactoside,15.00.0b,15.00.0b,,1.50.0e,,,,18.80.1a,4.20.0c,,14.30.1b,,,2.80.0d,5.6
20,14.,Syryngic acid glucoside,,,,13.50.1d,,,,50.8 0.2b,26.90.1c,265.90.5a,,,,,35.7
21,,Sum,15.010.6d,,,14.9 8.5d,,,,69.5  22.6b,31.016.1c,265.9  188.0a,14.310.1d,,,2.8  2.0e,41.3
22,6.,p-Coumaric acid,1.10.0d,1.10.0d,1.60.0c,1.00.0d,,0.7 0.0e,,0.5 0.0f,,4.00.0a,0.4 0.0f,2.80.0b,,,1.2
23,9.,p-Coumaroylquinic acid,2.90.0b,2.90.0b,,9.1 0.0a,,0.4 0.0f,,,,,,,,,1.2
24,18.,p-Coumaroylhexose,22.4 0.0a,,,1.1 0.0e,,5.9  0.0a,,2.0 0.0d,1.4  0.0e,2.8  0.0c,,3.70.0b,,,3.4
25,26.,p-Coumaroylhexose,,,,,,5.9  0.0a,,,,,-,,,3.30.0b,0.9
26,36.,p-Coumaroylquinic acid,0.90.0d,0.90.0d,,3.40.0c,,,,4.50.0b,0.90.0d,,-,5.70.0a,,0.6 0.0d,1.6
27,41.,p-Coumaric acid,,,,,,13.1 0.1a,,,,,,,,,1.3
28,,Sum,27.48.8a,27.48.8a,1.60.7h,14.63.5c,,20.25.3b,,6.91.8e,2.4  0.6g,6.7  1.8e,0.4  0.2i,12.12.4d,,3.9  1.3f,9.6
29,13.,Ferulic acid hexoside,,,4.00.0a,,,,,,,,,-,-,,0.4
30,33.,Ferulic acid derivative,,-,,-,,,,4.0  0.0a,,,,-,-,-,0.4
31,,Sum,,,4.00.0a,,,,,4.0 0.0a,,,,,,,0.8
32,29.,Sinapic acid hexoside,,,,,,,1,7.6 0.0a,,,-,=,=,,0.8
33,29.,Sinapic acid hexoside,20.00.0a,,,-,,,,16.40.0b,,-,,-,-,,3.6
34,,Sum,20.014.2b,,,,,,,24.0  6.2a,,,,,,,4.4
35,Flavan-3-ols and procyanidins,Flavan-3-ols and procyanidins,,,,,,,,,,,,,,55.9  0.2f,
36,32.,+-Catechin,90.7  0.4d,,87.1  0.3d,92.8  0.5c,,87.4  0.2d,,103.9  0.4b,90.0  0.2d,68.2  0.2e,109.20.6a,36.3  0.2g,,55.9  0.2f,82.2
37,10.,B-type Procyanidin dimer,0.90.0e,0.90.0e,3.7  0.0a,3.10.1b,,,,,3.4  0.2a,1.6 0.0d,,1.90.1c,,2.90.1b,1.7
38,11., B-type Procyanidin dimer,20.0 0.8a,0.80.0f,3.2  0.1b,,,0.40.1d,,3.70.1a,,0.9  0.0e,1.70.0c,,,,1.1
39,20., B-type Procyanidin dimer,20.0 0.8a,,,8.4  0.3c,,,,,,17.9 0.2b,,0.40.0d,,,4.7
40,23.,B-type Procyanidin dimer,,,13.8 0.3b,,,13.10.8b,,10.50.5c,,,26.3  0.4a,,,,6.4
41,25.,B-type Procyanidin dimer,2.00.0a,2.00.0a,,-,,,,,,,1.40.0b,-,-,,0.3
42,51.,B-type Procyanidin dimer,,,1.50.0b,,,,,,,,1.60.0a,,1,0.4  0.0c,0.4
