,0,1,2,3,4,5
0,Element,Tolerable Daily,Species,Mean,Content of,Tolerable
1,,Intake,,Concent.,30g of,Daily dose
2,,,,ngg1,seaweed,for a 60 kg
3,,,,,(g),person
4,Hg,aMe-HgTWI,Laminaria,49.8,1.49,34
5,,1.3g kg-1,,,,
6,,b.w.,,,,
7,,a In-HgTWI,Porphyra,17.7,0.53,
8,,4gkg-1b.w.,Undaria,19.8,0.59,
9,Cd,(bTWI,Laminaria,539,16.2,21
10,,2.5g kg-1,Porphyra,2850,85.4,
11,,b.w.,Undaria,3670,110,
12,Pb,cPTWI,Laminaria,1380,41.3,214
13,,25 g kg-1 b.w.,,,,
14,,(no longer,Porphyra,188,5.64,
15,,appropriate),Undaria,863,25.9,
16,U,dTDI,Laminaria,320,9.61,36
17,,0.6g kg-1,,,,
18,,b.w.,,,,
19,,soluble U),Porphyra,143,4.28,
20,,,Undaria,324,9.72,
21,As inorg,(ePTWI,Laminaria,2.0% of,43.9,129
22,,15g kg-1b.w,,73.1,,
23,,,Porphyra,0.80% of,6.31,
24,,,,26.3,,
25,,,Undaria,1.8% of,21.6,
26,,,,40.0,,
27,Al,fPTWI,Laminaria,663,19900,8570
28,,1000 g kg-1,Porphyra,60.3,1810,
29,,b.w,Undaria,266,7970,
30,Ni,gTDI,Laminaria,2650,79.5,168
31,,2.8g kg-1,Porphyra,720,21.6,
32,,b.w.,Undaria,1860,55.7,
