,0,1,2,3,4,5,6
0,Pesticides,Recoveries in CRP,,,Recoveries in PR,,
1,,CRP,PR,RSD (%),PR,CRP,RSD (%)
2,Acrinathrin,84.3 (4.2),62.6 (4.7),16.7,76.7 (4.2),101.4 (3.8),15.6
3,Bifenthrin,82.3 (0.6),66.3 (0.7),11.8,73 (2.4),90.3 (2.3),11.8
4,Cyfluthrin,85.8 (2.6),51.8 (3.2),27.2,59.5 (2.3),110.3 (2.2),32.9
5,Cyhalothrin,87.3 (4.4),78.6 (3.9),6.9,81.0 (4),127.5 (4.0),24.7
6,Cypermethrin,75.3 (13),117.7 (3.3),25.0,79.1 (3.6),96.8 (2.1),11.3
7,Deltamethrin,89.3 (2.5),73.8 (4.3),10.8,99 (0.9),101.4 (5.3),3.7
8,Fenpropathrin,85.1 (1.8),77.7 (1.8),5.3,76.7 (3.2),83.9 (3.3),5.7
9,Fenvalerate,72.6 (9.1),64.7 (8.6),10.2,93.6 (3.0),108.0 (2.8),8.3
10,Flucythrinate,86.4 (4.0),55.6 (6.7),24.2,82.8 (2.0),117.7 (1.6),19.2
11,Permethrin,74.7 (7.3),66.2 (3.3),8.5,86.7 (7.2),98.2 (10.5),10.7
12,Phenothrin,83.8 (6.6),75.1 (6.3),8.4,96.3 (18.9),108.9 (7.8),14.1
13,Resmethrin-cis,83.4 (4.3),49.8 (5.6),28.0,66.1 (1.4),103.0 (1.5),23.9
