,0,1,2,3,4
0,,Quercetin,Apigenin,Myricetin,Resveratro
1,Puglia wines,,,,
2,Montepulciano/Troia 2000,6.3,2.2,4.4,0.4
3,Montepulciano 1999,2.1,1.4,3.3,1.3
4,Montepulciano/Troia 1998,1.7,1.0,2.1,1.3
5,Troia 1998,1.8,1.8,1.7,2.2
6,Primitivo/Tarantino 1999,1.7,1.1,2.0,1.3
7,Montepulciano 1998,1.5,1.8,2.7,2.1
8,Molise wines,,,,
9,Montepulciano 2000,11.6,2.9,8.0,1.0
10,Montepulciano/Aglianico 1999,2.8,1.2,3.3,1.6
11,Montepulciano/Aglianico 1998,5.7,1.7,4.5,0.6
12,Aglianico 1997,6.0,1.7,3.5,0.9
13,Wines of different origins,,,,
14,Cabernet-Sauvignon Friuli 1999,1.8,2.1,4.1,2.2
15,Montepulciano 1999,8.7,2.5,5.0,1.2
16,Montepulciano 1999,2.2,<0.2,1.5,1.0
17,Aglianico 1998,2.5,1.1,3.2,1.1
18,Cabernet-Sauvignon Chile 1997,12.8,4.7,9.7,<0.2
19,Troia 1995,2.4,1.6,3.3,1.3
20,Cabernet-Sauvignon California 1994,5.3,3.1,5.0,3.1
