,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,,Ascorbic acid mg L-,Ascorbic acid mg L-,,,,HMF (ppb),,,,,Furfural(ppb),Furfural(ppb),,,
1,Process,Time (s),,,,,Time (s),,,,,Time (s,,,,
2,,15,30,60,90,120,15,30,60,90,120,15,30,60,90,120
3,70,678.59,668.03,658.91,651.76,635.23,5.07,6.27 ,6.53 ,8.27 ,12.80,7.07,8.40 ,10.27,12.80,16.53
4,, 7.99a, 5.26b,5.41bc,6.78c, 5.86d,?,0.2c,0.23c,0.83b,+,?,0.80cd,+,+,?
5,,,,,,,0.23d,,,,0.40a,0.61d,,1.15c,1.44b,1.29a
6,75,607.27,594.44,585.05,577.31,567.33,5.87,6.67 ,7.47 ,10.00,14.20,7.33,8.67 ,10.80,13.07,19.47
7,, 8.77a, 2.94b,3.67bc,1.78cd, 5.61d,?,0.23cd,0.46c,+,,+,0.23d,,?,+
8,,,,,,,0.23d,,,0.69b,0.54a,0.23e,,0.00c,0.23b,1.62a
9,80 C,630.81,619.89,609.92,597.47,584.15,5.64,6.96 ,8.52 ,10.53,17.60,7.60,9.28 ,11.95,15.47,21.73
10,, 4.19a,4.15ab,8.75bc, 8.25cd, 2.98d,?,0.55cd,0.55bc,?,?,?,1.11d,?,?,?
11,,,,,,,0.42d,,,0.92b,1.44a,0.80d,,1.03c,1.29b,1.40a
12,85,666.91,652.69,636.36,623.88,608.16,6.36,7.20 ,10.32,13.20,22.13,8.16,9.71 ,13.37,18.80,27.83
13,, 6.95a, 2.47b,9.28bc,?, 2.01d,?,0.36d,?,?,?,,0.90d,?,?,
14,,,,,10.19c,,0.21d,,0.21c,1.06b,2.20a,0.34d,,1.61c,0.80b,2.07a
15,90C,679.47,660.23,644.41,630.91,613.91,7.33,9.20 ,13.20,21.47,31.74,9.07,11.20,16.09,21.87,32.32
16,,1.71a,4.77b,3.80b,7.80bc,7.30c,?,0.40d,,,,,,,,
17,,,,,,,0.83d,,0.69d,2.20b,0.46a,1.19d,1.01d,0.86c,0.92b,2.16a
