,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Sample,Extraction,NDHC,,PAVA,,CAP,,DHC,,Total content,,
1,,method,,,,,,,,,,,
2,,,[gg-1],Related,[gg-],Related,[gg-1],Related,[gg-1],Related,[gg-],SHU,Related
3,,,,to SOX,,to SOX,,to SOX,,to SOX,,,to SOX
4,Trinidad Scorpion,PHWE,295  25,0.70,855  39,1.07,46 451  410,1.08,15538161,0.86,63 139,1 008 632,1.02
5,Moruga fruit,SoX,423  33,,80131,,42 875  403,,18 085 158,,62 185,992 771,
6,Yellow Bedder fruit,PHWE,50128,1.74,7317,2.13,3 96491,1.59,3 10093,1.22,7 640,83 821,1.43
7,,SOX,288 18,,357,,2 488  85,,2 532 88,,5 343,83 821,
8,Ring of Fire fruit,PHWE,60831,1.19,5621,1.87,1 85562,1.07,181637,1.05,4 335,65 277,1.08
9,,SoX,512  18,,308,,173763,,1 728  39,,4 007,60 823,
10,Jamaican Hot Red fruit,PHWE,25918,1.27,7412,1.24,2 55083,1.23,1 345 53,1.15,4 227,65 789,1.20
11,,SOX,204  21,,598,,2 078  77,,1 16962,,3510,54 708,
12,Yellow Habanero fruit,PHWE,248,0.88,52,0.50,739  25,1.37,506  24,1.23,1 274,20 311,1.29
13,,SoX,277,,103,,540  23,,413  17,1.23,990,15 686,
14,Tabasco fruit,PHWE,1 073  46,1.15,165 13,1.17,3 936  43,1.23,2 703  89,1.08,7 877,118 389,1.16
15,,SOX,934  36,,140 14,,3 19130,,2 504  85,,6 770,101 678,
16,Chiltepin fruit,PHWE,8013,1.13,<LoQa,,308 19,1.08,224  25,1.02,613,9 321,1.06
17,,SoX,71 12,,42,,285 19,,220 19,,580,8 821,
18,Bhut Jolokia spice,PHWE,219 23,1.22,232 16,1.11,9 127 75,1.07,4 83184,0.84,14 409,228 894,0.99
19,,SOX,18015,,209  10,,8 496 72,,5 742 50,,14 626,232 815,
20,Trinidad Scorpion,PHWE,52034,1.17,415 29,1.03,20 264 211,0.99,10 565  101,0.86,31 764,504 997,0.95
21,Moruga spice,SoX,446  19,,404  13,,20 416 91,,12 255  65,,33 519,533 847,
22,Fatalii Red spice,PHWE,13711,1.41,8012,1.32,12 394 103,1.16,311688,1.02,15 727,251 714,1.13
23,,SOX,97 12,,61  8,,10 643  99,,3 063  87,,13 863,222 123,
