,0,1,2,3,4,5,6,7
0,Content,n,Part,Totalvitaminc,Ascorbicacid,Dehydroascarbic acid,Dehydroascarbic acid,AA/DHAA
1,,,,mg/100g,mg/1009,mg/100g,x of total,
2,pincepple,4,5,,3.71.6,0.70.5,16.08.0,6.04.0
3,,,1,.01.6,3.6.8,0.4+0.3,14.014.0,13.010.0
4,Mandarinorange,4,,17.08.0,15.09.0,1.61.6,12.014.0,21.021.0
5,,,1,16.08.0,15.09.0,0.40.6,4.06.0,84.063.0
6,Prune ptums,4,,0.60.2,0.20.1,0.40.2,60.025.0,1.11.3
7,,,,0.70.3,0.40.4,0.30.,48.032.0,1.3
8,Binacherries,3,,10.08.0,10.08.0,0.90.7,19.027.0,44.065.0
9,,,,5.0+4.0,4.03.0,0.90.6,21.04.0,1.0
10,Peaches,4,s,7.010.0,6.010.0,1.00.3,41.035.0,5.08.0
11,,,,7.06.0,4.05.0,0.60.2,19.018.0,8.017.0
12,Pears,4,s,1.40.6,0.60.2,0.70.6,48.027.0,2.54.2
13,,,1,1.20.1,0.90.2,0.30.1,25.07.0,3.21.2
