,0,1,2,3,4,5,6
0,,Vitamin-mineral supplements,,Vitamin supplements,,Mineral supplements,
1,,No.,%,No.,%,No.,%
2,Vitamin C,100,64,32,31,,
3,Vitamin D,98,64,32,23,,
4,Folate,61,40,27,20,,
5,Vitamin B6,81,53,38,28,,
6,Niacin,66,43,29,21,,
7,Riboflavin,72,47,29,21,,
8,Thiamine,74,48,35,25,,
9,Vitamin B12,63,41,30,22,,
10,Vitamin E,67,44,23,17,,
11,Vitamin A,53,34,20,14,,
12,Zinc,75,49,,,12,11
13,Calcium,82,53,,,35,33
14,Magnesium,65,42,,,27,25
15,Selenium,56,36,,,5,5
16,Iron,46,30,,,21,20
17,Copper,33,21,,,3,3
